Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 135127040, 32991, 10898.82
1, 594976768, 112268, 8838.83
2, 1245884416, 158913, 6224.15
3, 1840361472, 145136, 6822.50
4, 2176970752, 82180, 12105.34
5, 2324721664, 36072, 27642.08
6, 2485022720, 39136, 25484.27
7, 2643501056, 38691, 25782.28
8, 2789302272, 35596, 28018.70
9, 2928787456, 34054, 29337.85
10, 3058507776, 31670, 31483.14
11, 3194626048, 33232, 30063.28
12, 3328667648, 32725, 30413.64
13, 3517677568, 46145, 21618.78
14, 3711844352, 47404, 21131.41
15, 3873755136, 39529, 25093.41
16, 4039708672, 40516, 24597.44
17, 4226539520, 45613, 21849.25
18, 4399243264, 42164, 23641.35
19, 4550336512, 36888, 27033.69
20, 4686643200, 33278, 29978.97
21, 4837429248, 36813, 27076.88
22, 4979691520, 34732, 28717.28
23, 5144817664, 40314, 24717.86
24, 5317369856, 42127, 23681.99
25, 5519187968, 49272, 20215.41
26, 5738340352, 53504, 18665.68
27, 5974802432, 57730, 17241.57
28, 6160314368, 45291, 21977.65
29, 6406467584, 60096, 16573.06
30, 6658453504, 61520, 16187.18
31, 6917775360, 63311, 15723.35
32, 7153811456, 57626, 17288.54
33, 7325134848, 41827, 23858.34
34, 7542534144, 53076, 18748.12
35, 7710593024, 41030, 24296.74
36, 7958142976, 60437, 16478.00
37, 8204185600, 60069, 16578.32
38, 8461586432, 62842, 15868.22
39, 8709021696, 60409, 16461.34
40, 8957067264, 60558, 16450.05
41, 9106501632, 36483, 27405.88
42, 9222103040, 28223, 35276.38
43, 9431298048, 51073, 19508.17
44, 9636335616, 50058, 19904.04
45, 9663676416, 22268, 44814.66
46, 9663676416, 19346, 51466.96
47, 9663676416, 343126, 2692.97
48, 9663676416, 15520, 64287.34
49, 9663676416, 17448, 57097.70
50, 9663676416, 19272, 51717.99
51, 9663676416, 15632, 63940.54
52, 9663676416, 15408, 64685.58
53, 9663676416, 16728, 59532.66
54, 9663676416, 15976, 62422.15
55, 9663676416, 54185, 18323.21
56, 9663676416, 28982, 34338.88
57, 9663676416, 25993, 38334.26
58, 9663676416, 27317, 36456.34
59, 9663676416, 32575, 30573.39
60, 9663676416, 33585, 29617.33
61, 9663676416, 30487, 32656.76
62, 9663676416, 29878, 33290.94
63, 9663676416, 32080, 31036.11
64, 9663676416, 30696, 32444.23
65, 9663676416, 44446, 22365.16
66, 9663676416, 25216, 39525.12
67, 9663676416, 18176, 54951.85
68, 9663676416, 17948, 55555.44
69, 9663676416, 17024, 58593.47
70, 9663676416, 14396, 69375.70
71, 9663676416, 15201, 65522.92
72, 9663676416, 17511, 56957.33
73, 9663676416, 16996, 58662.58
74, 9663676416, 18580, 53657.64
75, 9663676416, 17496, 57088.56
76, 9663676416, 19016, 52338.46
77, 9663676416, 19376, 51464.39
78, 9663676416, 19664, 50692.83
79, 9663676416, 16768, 59435.02
80, 9663676416, 17308, 57617.43
81, 9663676416, 16308, 61114.78
82, 9663676416, 13024, 76724.15
83, 9663676416, 12816, 77737.89
84, 9663676416, 14992, 66576.56
85, 9663676416, 17177, 57974.58
86, 9663676416, 17695, 56341.78
87, 9663676416, 15832, 62987.46
88, 9663676416, 16552, 60303.95
89, 9663676416, 17056, 58420.08
90, 9663676416, 16280, 61272.27
91, 9663676416, 15488, 64559.34
92, 9663676416, 12900, 77188.25
93, 9663676416, 15668, 63668.52
94, 9663676416, 16424, 60753.67
95, 9663676416, 18193, 54807.73
96, 9663676416, 20999, 47479.72
97, 9663676416, 22832, 43657.53
98, 9663676416, 18728, 53247.26
99, 9663676416, 21224, 46934.53
100, 9663676416, 18960, 52639.33
101, 9663676416, 20931, 47727.66
102, 9663676416, 23681, 41921.31
103, 9663676416, 23531, 42276.94
104, 9663676416, 21014, 47417.93
105, 9663676416, 20379, 48865.11
106, 9663676416, 19779, 50373.19
107, 9663676416, 21545, 46226.38
108, 9663676416, 27119, 36738.78
109, 9663676416, 23620, 42142.65
110, 9663676416, 23406, 42601.54
111, 9663676416, 26346, 37747.48
112, 9663676416, 57002, 17425.44
113, 9663676416, 40647, 24482.21
114, 9663676416, 23748, 41903.83
115, 9663676416, 28031, 35493.84
116, 9663676416, 27395, 36321.32
117, 9663676416, 25600, 38959.19
118, 9663676416, 27454, 36228.56
119, 9663676416, 22532, 44127.83
120, 9663676416, 18781, 53105.73
121, 9663676416, 20086, 49655.56
122, 9663676416, 21820, 45661.32
123, 9663676416, 19218, 51882.48
124, 9663676416, 16074, 62105.56
125, 9663676416, 19428, 51334.67
126, 9663676416, 135385, 7273.46
127, 9663676416, 26240, 37980.81
128, 9663676416, 23904, 41657.30
129, 9663676416, 15247, 65462.91
130, 9663676416, 15413, 64734.15
131, 9663676416, 14614, 68274.64
132, 9663676416, 25558, 38942.46
