Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 29638656, 7237, 83897.63
1, 352157696, 78740, 12580.35
2, 644616192, 71401, 13940.62
3, 779345920, 32893, 30324.56
4, 851046400, 17505, 57070.37
5, 899817472, 11907, 83992.22
6, 941223936, 10109, 127859.53
7, 972320768, 7592, 93155.79
8, 1048629248, 18630, 53518.08
9, 1144815616, 23483, 42517.37
10, 1229660160, 20714, 48302.33
11, 1325649920, 23435, 42465.82
12, 1419345920, 22875, 43645.59
13, 1504002048, 20668, 48387.68
14, 1593831424, 21931, 45551.49
15, 1683509248, 21894, 45584.01
16, 1759297536, 18503, 53879.25
17, 1832890368, 17967, 55621.07
18, 1924747264, 22426, 44588.71
19, 2012622848, 21454, 46307.76
20, 2084560896, 17563, 56780.25
21, 2153144320, 16744, 59961.80
22, 2241126400, 21480, 46256.78
23, 2340438016, 24246, 41184.04
24, 2415919104, 20621, 48535.83
25, 2415919104, 5453, 182588.37
26, 2415919104, 7624, 130981.92
27, 2415919104, 10835, 92445.31
28, 2415919104, 12984, 76607.27
29, 2415919104, 15544, 64315.24
30, 2415919104, 18752, 53050.66
31, 2415919104, 17496, 57013.84
32, 2415919104, 13392, 74564.14
33, 2415919104, 14120, 70650.46
34, 2415919104, 12720, 78435.44
35, 2415919104, 13072, 76548.42
36, 2415919104, 12992, 76717.83
37, 2415919104, 13696, 72727.93
38, 2415919104, 14065, 70946.92
39, 2415919104, 13991, 71356.44
40, 2415919104, 12760, 78147.23
41, 2415919104, 13832, 72241.61
42, 2415919104, 12536, 79534.86
43, 2415919104, 12680, 78590.76
44, 2415919104, 12464, 79814.64
45, 2415919104, 12400, 80471.68
46, 2415919104, 12392, 80568.67
47, 2415919104, 11688, 85537.76
48, 2415919104, 12807, 77794.76
49, 2415919104, 12345, 80945.67
50, 2415919104, 12625, 78934.36
51, 2415919104, 13183, 75699.87
52, 2415919104, 12248, 81602.48
53, 2415919104, 13320, 74808.97
54, 2415919104, 13208, 75699.07
55, 2415919104, 13319, 74784.89
56, 2415919104, 12273, 81328.63
57, 2415919104, 12752, 78351.51
58, 2415919104, 11336, 88031.34
59, 2415919104, 12904, 77379.63
60, 2415919104, 12384, 80597.18
61, 2415919104, 12688, 79164.34
62, 2415919104, 11984, 82624.61
63, 2415919104, 13688, 72902.16
64, 2415919104, 13128, 76004.69
65, 2415919104, 14552, 68629.46
66, 2415919104, 24040, 41302.38
67, 2415919104, 11112, 89736.14
