Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 11603968, 2834, 150658.17
1, 54747136, 10533, 94468.63
2, 174137344, 29148, 34236.24
3, 295206912, 29558, 33766.29
4, 366886912, 17500, 57236.31
5, 428560384, 15057, 66299.15
6, 480321536, 12637, 90124.00
7, 560607232, 19601, 43801.00
8, 650682368, 21991, 45329.54
9, 737939456, 21303, 46887.34
10, 835760128, 23882, 41850.21
11, 936230912, 24529, 40940.72
12, 1021526016, 20824, 47631.03
13, 1104416768, 20237, 49277.80
14, 1197957120, 22837, 43912.01
15, 1274429440, 18670, 53290.71
16, 1348952064, 18194, 55051.16
17, 1427152896, 19092, 52050.57
18, 1494446080, 16429, 60945.04
19, 1568935936, 18186, 55216.71
20, 1647415296, 19160, 51785.22
21, 1729478656, 20035, 49703.63
22, 1802960896, 17940, 55744.18
23, 1881223168, 19107, 52162.53
24, 1976201216, 23188, 43044.64
25, 2079580160, 25239, 39524.25
26, 2185756672, 25922, 38595.15
27, 2326134784, 34272, 29073.89
28, 2415919104, 24777, 40248.95
29, 2415919104, 6552, 152316.88
30, 2415919104, 6928, 144178.56
31, 2415919104, 9848, 101494.31
32, 2415919104, 14480, 68934.53
33, 2415919104, 15504, 64417.59
34, 2415919104, 15279, 65160.74
35, 2415919104, 15033, 66558.18
36, 2415919104, 15040, 66268.57
37, 2415919104, 15560, 64038.29
38, 2415919104, 14168, 70473.52
39, 2415919104, 15032, 66347.07
40, 2415919104, 14293, 69824.31
41, 2415919104, 14347, 69577.20
42, 2415919104, 14984, 66767.23
43, 2415919104, 14576, 68297.09
44, 2415919104, 14092, 70792.62
45, 2415919104, 14348, 69550.87
46, 2415919104, 14496, 68846.82
47, 2415919104, 14920, 67065.22
48, 2415919104, 15280, 65119.08
49, 2415919104, 13984, 71402.58
50, 2415919104, 15528, 64198.16
51, 2415919104, 15552, 64194.11
52, 2415919104, 14616, 68225.88
53, 2415919104, 15560, 64126.45
54, 2415919104, 15848, 62888.28
55, 2415919104, 15568, 64090.67
56, 2415919104, 14864, 67381.24
57, 2415919104, 16560, 60182.00
58, 2415919104, 16136, 61705.14
59, 2415919104, 15352, 64988.39
60, 2415919104, 15424, 64848.78
61, 2415919104, 14840, 67125.52
62, 2415919104, 15096, 66090.47
63, 2415919104, 16152, 61708.78
64, 2415919104, 19472, 51216.09
65, 2415919104, 21608, 46134.18
66, 2415919104, 18168, 54813.50
