Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 39374848, 9614, 38474.75
1, 202383360, 39797, 24960.24
2, 323104768, 29473, 33892.35
3, 443494400, 29392, 33924.80
4, 518369280, 18280, 54819.83
5, 566657024, 11789, 84470.10
6, 606330880, 9686, 104498.83
7, 690176000, 20470, 48271.88
8, 822505472, 32307, 30831.12
9, 950177792, 31170, 32032.35
10, 1046794240, 23588, 42298.80
11, 1155788800, 26610, 37477.89
12, 1260511232, 25567, 39100.72
13, 1359675392, 24210, 41154.69
14, 1469558784, 26827, 37232.57
15, 1561534464, 22455, 44503.72
16, 1669439488, 26344, 37830.08
17, 1785745408, 28395, 35135.70
18, 1906089984, 29381, 33990.77
19, 2013523968, 26229, 38083.80
20, 2107666432, 22984, 43440.65
21, 2198798336, 22249, 44797.14
22, 2287808512, 21731, 45887.27
23, 2373259264, 20862, 47835.72
24, 2415919104, 12936, 77343.35
25, 2415919104, 4144, 245908.78
26, 2415919104, 4816, 203295.49
27, 2415919104, 6760, 147571.34
28, 2415919104, 7704, 129878.05
29, 2415919104, 7768, 128915.31
30, 2415919104, 7216, 137837.36
31, 2415919104, 9064, 110275.78
32, 2415919104, 15656, 63738.35
33, 2415919104, 14112, 70722.61
34, 2415919104, 14624, 68148.23
35, 2415919104, 16024, 62335.47
36, 2415919104, 15016, 66513.44
37, 2415919104, 14568, 68339.29
38, 2415919104, 14184, 70350.03
39, 2415919104, 15640, 63790.96
40, 2415919104, 15312, 65209.63
41, 2415919104, 14488, 68897.32
42, 2415919104, 15800, 63125.77
43, 2415919104, 14480, 68847.05
44, 2415919104, 14032, 71128.30
45, 2415919104, 15032, 66419.69
46, 2415919104, 14256, 69985.77
47, 2415919104, 14240, 70234.84
48, 2415919104, 13776, 72311.33
49, 2415919104, 13904, 71775.02
50, 2415919104, 14432, 69225.67
51, 2415919104, 16064, 62003.32
52, 2415919104, 14248, 70104.06
53, 2415919104, 14312, 69628.80
54, 2415919104, 14060, 71035.21
55, 2415919104, 14580, 68375.62
56, 2415919104, 16056, 62212.14
57, 2415919104, 15256, 65360.88
58, 2415919104, 14208, 70214.90
59, 2415919104, 14584, 68519.02
60, 2415919104, 14736, 67844.12
61, 2415919104, 12784, 77778.47
62, 2415919104, 13000, 76784.69
63, 2415919104, 15368, 65104.26
64, 2415919104, 14712, 67578.93
65, 2415919104, 16240, 61378.90
66, 2415919104, 27800, 35771.71
