Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 61358080, 14981, 33802.18
1, 175144960, 27780, 36073.38
2, 240623616, 15986, 62225.14
3, 305152000, 15754, 63409.73
4, 371683328, 16243, 61641.95
5, 430002176, 14238, 70060.21
6, 480362496, 12295, 83133.05
7, 536686592, 13751, 70921.47
8, 595161088, 14276, 69988.86
9, 689614848, 23060, 43300.32
10, 786132992, 23564, 42471.23
11, 891125760, 25633, 38992.54
12, 982654976, 22346, 44486.85
13, 1077723136, 23210, 43018.04
14, 1175646208, 23907, 41755.82
15, 1267687424, 22471, 44432.05
16, 1373265920, 25776, 38770.90
17, 1475440640, 24945, 39979.55
18, 1579687936, 25451, 39268.39
19, 1684230144, 25523, 39082.84
20, 1790377984, 25915, 38475.85
21, 1894080512, 25318, 39428.68
22, 2005360640, 27168, 36853.39
23, 2109755392, 25487, 39039.14
24, 2228731904, 29047, 34409.54
25, 2352803840, 30291, 32905.32
26, 2415919104, 20938, 47650.56
27, 2415919104, 13280, 75252.42
28, 2415919104, 14536, 68572.66
29, 2415919104, 17264, 57869.65
30, 2415919104, 18707, 53226.14
31, 2415919104, 18077, 55202.02
32, 2415919104, 15776, 63224.62
33, 2415919104, 14816, 67511.14
34, 2415919104, 15112, 65920.14
35, 2415919104, 16192, 61653.33
36, 2415919104, 16160, 61733.84
37, 2415919104, 14786, 67404.78
38, 2415919104, 16142, 61804.36
39, 2415919104, 15472, 64489.81
40, 2415919104, 14544, 68692.37
41, 2415919104, 14664, 68130.83
42, 2415919104, 15040, 66365.62
43, 2415919104, 15943, 62417.71
44, 2415919104, 14721, 67787.95
45, 2415919104, 14200, 70276.20
46, 2415919104, 12624, 79072.87
47, 2415919104, 16048, 62280.64
48, 2415919104, 15528, 64171.89
49, 2415919104, 13768, 72433.26
50, 2415919104, 15736, 63455.04
51, 2415919104, 15696, 63601.79
52, 2415919104, 15360, 65025.64
53, 2415919104, 14816, 67212.30
54, 2415919104, 14632, 68238.96
55, 2415919104, 15736, 63409.23
56, 2415919104, 14544, 68589.56
57, 2415919104, 15600, 64020.63
58, 2415919104, 14416, 69216.04
59, 2415919104, 15352, 64992.12
60, 2415919104, 15000, 66635.63
61, 2415919104, 14896, 66846.21
62, 2415919104, 14952, 66681.91
63, 2415919104, 15560, 64236.18
64, 2415919104, 14640, 68014.12
