Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 6430720, 1571, 15085.29
1, 367091712, 88052, 11243.68
2, 722657280, 86808, 11450.58
3, 1024950272, 73802, 13483.30
4, 1140092928, 28111, 35577.91
5, 1275826176, 33138, 30066.74
6, 1399312384, 30148, 33137.36
7, 1533997056, 32882, 30315.31
8, 1670070272, 33221, 29987.60
9, 1783775232, 27760, 35949.62
10, 1893384192, 26760, 37292.63
11, 2009653248, 28386, 35161.28
12, 2131169280, 29667, 33715.75
13, 2254024704, 29994, 33337.16
14, 2366656512, 27498, 36183.99
15, 2480017408, 27676, 36006.98
16, 2590986240, 27092, 36845.31
17, 2705375232, 27927, 35745.30
18, 2815787008, 26956, 36998.87
19, 2922909696, 26153, 38163.08
20, 3034939392, 27351, 36505.30
21, 3146506240, 27238, 36621.91
22, 3254550528, 26378, 37840.65
23, 3376033792, 29659, 33686.99
24, 3484635136, 26514, 37593.24
25, 3596648448, 27347, 36516.39
26, 3708485632, 27304, 36585.89
27, 3830349824, 29752, 33541.52
28, 3938820096, 26482, 37639.03
29, 4055289856, 28435, 35104.83
30, 4180385792, 30541, 32700.67
31, 4303417344, 30037, 33176.19
32, 4445270016, 34632, 28812.91
33, 4600483840, 37894, 26301.75
34, 4828659712, 55707, 17928.64
35, 4831838208, 21569, 46146.88
36, 4831838208, 19584, 50965.85
37, 4831838208, 19016, 52414.42
38, 4831838208, 21016, 47440.79
39, 4831838208, 19688, 50730.32
40, 4831838208, 20400, 48868.97
41, 4831838208, 19592, 50851.79
42, 4831838208, 20496, 48640.57
43, 4831838208, 21240, 47020.87
44, 4831838208, 19725, 50487.44
45, 4831838208, 20659, 48286.52
46, 4831838208, 21120, 47221.77
47, 4831838208, 18240, 54674.56
48, 4831838208, 19632, 50824.38
49, 4831838208, 18183, 54803.44
50, 4831838208, 22697, 43946.88
51, 4831838208, 20200, 49266.38
52, 4831838208, 19720, 50554.43
53, 4831838208, 21096, 47272.48
54, 4831838208, 22704, 43858.97
55, 4831838208, 20824, 47882.11
56, 4831838208, 19640, 50803.90
57, 4831838208, 18464, 53977.78
58, 4831838208, 20216, 49415.24
59, 4831838208, 17708, 56216.07
60, 4831838208, 21068, 47355.46
61, 4831838208, 20320, 49123.04
62, 4831838208, 20343, 48980.96
63, 4831838208, 21306, 46809.27
64, 4831838208, 20751, 48142.59
65, 4831838208, 20520, 48548.09
66, 4831838208, 19920, 50062.15
67, 4831838208, 20184, 49515.50
68, 4831838208, 20434, 48711.12
69, 4831838208, 20878, 47836.50
70, 4831838208, 22104, 44946.35
71, 4831838208, 21000, 47477.50
72, 4831838208, 21536, 46280.29
73, 4831838208, 20832, 47857.93
74, 4831838208, 35812, 27771.35
75, 4831838208, 33996, 29263.50
76, 4831838208, 27784, 35986.26
77, 4831838208, 22064, 45028.45
78, 4831838208, 25720, 38811.10
79, 4831838208, 22960, 43332.45
80, 4831838208, 24648, 40437.91
81, 4831838208, 25040, 39801.47
82, 4831838208, 29064, 34264.56
83, 4831838208, 46280, 21465.62
84, 4831838208, 42664, 23298.36
85, 4831838208, 46456, 21399.58
