Linux 6.6.8combine_proposed_scheme (amd3) 	12/10/24 	_x86_64_	(128 CPU)

07:20:29        CPU     %user     %nice   %system   %iowait    %steal     %idle
07:20:30        all      1.95      0.00      0.09      0.00      0.00     97.96
07:20:31        all      1.22      0.00     57.01      0.00      0.00     41.77
07:20:32        all      1.79      0.00     97.37      0.00      0.00      0.84
07:20:33        all      1.92      0.00     98.08      0.00      0.00      0.00
07:20:34        all      2.10      0.00     97.90      0.00      0.00      0.00
07:20:35        all      1.13      0.00     68.64     21.77      0.00      8.47
07:20:36        all      0.38      0.00     41.52     30.56      0.00     27.53
07:20:37        all      0.69      0.00     78.81     10.25      0.00     10.25
07:20:38        all      0.50      0.00     65.58     16.57      0.00     17.35
07:20:39        all      0.74      0.00     62.79     17.47      0.00     19.00
07:20:40        all      0.89      0.00     62.59     19.44      0.00     17.08
07:20:41        all      0.63      0.00     66.65     16.03      0.00     16.69
07:20:42        all      0.55      0.00     67.26     16.02      0.00     16.16
07:20:43        all      0.70      0.00     65.60     18.98      0.00     14.72
07:20:44        all      0.66      0.00     71.44     16.17      0.00     11.73
07:20:45        all      0.99      0.00     72.25     16.24      0.00     10.52
07:20:46        all      0.86      0.00     73.41     15.11      0.00     10.62
07:20:47        all      0.77      0.00     74.25     14.22      0.00     10.76
07:20:48        all      0.84      0.00     72.33     13.17      0.00     13.66
07:20:49        all      0.87      0.00     86.11      8.37      0.00      4.65
07:20:50        all      1.04      0.00     91.84      4.32      0.00      2.79
07:20:51        all      0.82      0.00     85.00      7.98      0.00      6.19
07:20:52        all      0.59      0.00     69.18     17.65      0.00     12.58
07:20:53        all      0.79      0.00     69.74     20.00      0.00      9.48
07:20:54        all      0.89      0.00     87.66      8.00      0.00      3.44
07:20:55        all      1.09      0.00     87.35      8.72      0.00      2.83
07:20:56        all      0.87      0.00     81.04     12.30      0.00      5.79
07:20:57        all      0.92      0.00     76.48     14.52      0.00      8.09
07:20:58        all      1.10      0.00     74.31     17.87      0.00      6.72
07:20:59        all      0.87      0.00     74.11     15.24      0.00      9.77
07:21:00        all      1.01      0.00     68.24     21.46      0.00      9.29
07:21:01        all      0.99      0.00     63.57     24.81      0.00     10.63
07:21:02        all      0.65      0.00     65.85     25.16      0.00      8.33
07:21:03        all      0.75      0.00     64.27     26.35      0.00      8.63
07:21:04        all      0.70      0.00     52.06     34.01      0.00     13.23
07:21:05        all      0.76      0.00     62.93     27.77      0.00      8.54
07:21:06        all      0.76      0.00     63.10     27.23      0.00      8.90
07:21:07        all      0.82      0.00     63.03     27.29      0.00      8.86
07:21:08        all      1.15      0.00     64.13     25.83      0.00      8.89
07:21:09        all      0.81      0.00     63.21     27.24      0.00      8.74
07:21:10        all      0.66      0.00     55.86     32.22      0.00     11.26
07:21:11        all      0.58      0.00     50.81     35.30      0.00     13.31
07:21:12        all      0.84      0.00     60.78     29.33      0.00      9.05
07:21:13        all      0.74      0.00     61.59     28.65      0.00      9.01
07:21:14        all      0.77      0.00     62.91     27.93      0.00      8.39
07:21:15        all      0.77      0.00     62.16     28.53      0.00      8.53
07:21:16        all      0.71      0.00     61.28     28.97      0.00      9.04
07:21:17        all      0.65      0.00     62.66     27.87      0.00      8.82
07:21:18        all      1.18      0.00     60.52     28.59      0.00      9.71
07:21:19        all      0.89      0.00     58.70     29.82      0.00     10.59
07:21:20        all      0.92      0.00     58.04     30.05      0.00     10.99
07:21:21        all      0.66      0.00     60.60     27.95      0.00     10.80
07:21:22        all      0.93      0.00     59.61     27.47      0.00     11.99
07:21:23        all      0.74      0.00     59.38     27.83      0.00     12.06
07:21:24        all      1.00      0.00     57.97     27.16      0.00     13.87
07:21:25        all      0.97      0.00     59.02     24.11      0.00     15.90
07:21:26        all      0.93      0.00     52.96     24.89      0.00     21.22
07:21:27        all      0.86      0.00     52.77     22.24      0.00     24.14
07:21:28        all      1.30      0.00     55.40     19.31      0.00     24.00
07:21:29        all      0.79      0.00     63.43      8.95      0.00     26.83
07:21:30        all      0.23      0.00     61.99      1.84      0.00     35.95
07:21:31        all      0.00      0.00     20.94      0.08      0.00     78.98

Average:        all      0.88      0.00     65.71     18.95      0.00     14.46
