Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 192339968, 46959, 16341.88
1, 396169216, 49763, 19945.92
2, 576036864, 43913, 22705.12
3, 668372992, 22543, 44305.16
4, 670142464, 432, 3165267.36
5, 671698944, 380, 6306658.41
7, 681566208, 2409, 101348.91
8, 714588160, 8062, 126583.00
9, 753254400, 9440, 114525.01
10, 774238208, 5123, 176974.37
11, 791814144, 4291, 234302.75
12, 822591488, 7514, 132259.83
13, 888627200, 16122, 61133.04
14, 971325440, 20190, 49898.84
15, 1027219456, 13646, 72582.19
16, 1072500736, 11055, 90647.43
17, 1115348992, 10461, 95557.81
18, 1152827392, 9150, 110086.34
19, 1196883968, 10756, 91775.34
20, 1256775680, 14622, 68558.17
21, 1325199360, 16705, 60996.05
22, 1382858752, 14077, 69261.79
23, 1446944768, 15646, 64242.26
24, 1513230336, 16183, 62416.40
25, 1574617088, 14987, 65378.99
26, 1628520448, 13160, 81950.90
27, 1685999616, 14033, 66549.89
28, 1752854528, 16322, 70441.97
29, 1796317184, 10611, 80010.15
30, 1835085824, 9465, 106110.44
31, 1880137728, 10999, 96672.10
32, 1926266880, 11262, 86570.16
33, 1980440576, 13226, 72468.07
34, 2014392320, 8289, 118975.30
35, 2077229056, 15341, 66133.43
36, 2121764864, 10873, 90118.95
37, 2152853504, 7590, 131007.42
38, 2200788992, 11703, 85378.91
39, 2242957312, 10295, 104361.96
40, 2282962944, 9767, 104512.69
41, 2325106688, 10289, 94244.50
42, 2372067328, 11465, 82947.67
43, 2415919104, 11135, 96074.04
44, 2415919104, 2164, 432329.24
45, 2415919104, 3352, 297601.86
46, 2415919104, 3416, 291605.29
47, 2415919104, 3584, 275306.58
48, 2415919104, 4576, 221665.97
49, 2415919104, 3704, 265018.83
50, 2415919104, 3032, 336719.70
51, 2415919104, 2808, 347114.98
52, 2415919104, 3184, 313618.38
53, 2415919104, 2672, 392037.01
54, 2415919104, 1845, 514904.93
55, 2415919104, 3411, 324344.95
56, 2415919104, 2536, 372736.20
57, 2415919104, 3593, 263701.90
58, 2415919104, 2855, 355235.35
59, 2415919104, 2960, 332446.43
60, 2415919104, 3808, 280856.00
61, 2415919104, 3871, 239942.26
62, 2415919104, 4769, 209477.82
63, 2415919104, 4960, 206734.96
64, 2415919104, 6328, 153683.10
65, 2415919104, 5872, 170693.77
66, 2415919104, 4496, 223214.54
67, 2415919104, 5120, 199160.33
68, 2415919104, 6000, 177461.07
69, 2415919104, 4864, 185965.66
70, 2415919104, 6272, 163168.61
71, 2415919104, 7688, 139558.24
72, 2415919104, 6064, 156455.58
73, 2415919104, 5800, 163911.54
74, 2415919104, 4020, 248346.52
75, 2415919104, 5108, 198383.94
76, 2415919104, 5664, 175304.13
77, 2415919104, 6786, 145815.57
78, 2415919104, 7617, 131016.13
79, 2415919104, 7141, 139708.60
80, 2415919104, 5960, 167683.80
81, 2415919104, 6816, 147963.53
82, 2415919104, 7104, 139145.22
83, 2415919104, 7455, 133862.07
84, 2415919104, 6713, 148800.33
85, 2415919104, 8496, 119581.82
86, 2415919104, 4880, 205991.48
87, 2415919104, 5160, 188951.58
88, 2415919104, 4944, 203118.96
89, 2415919104, 5432, 185040.90
90, 2415919104, 6489, 152007.95
91, 2415919104, 6607, 151866.12
92, 2415919104, 7656, 130103.02
93, 2415919104, 7752, 132255.55
94, 2415919104, 7272, 134162.12
95, 2415919104, 7128, 139383.56
96, 2415919104, 7320, 136291.27
97, 2415919104, 6895, 144818.81
98, 2415919104, 6377, 160779.15
99, 2415919104, 5744, 169763.86
100, 2415919104, 6711, 148391.05
101, 2415919104, 7049, 141665.87
102, 2415919104, 6814, 146601.85
103, 2415919104, 7106, 141169.36
104, 2415919104, 6672, 150135.99
105, 2415919104, 6301, 157474.04
106, 2415919104, 5715, 175151.02
107, 2415919104, 5936, 167675.66
108, 2415919104, 6160, 165481.26
109, 2415919104, 5920, 165237.74
110, 2415919104, 6352, 161385.95
111, 2415919104, 6520, 149490.82
112, 2415919104, 5880, 175734.43
113, 2415919104, 6272, 157202.94
114, 2415919104, 6600, 149168.23
115, 2415919104, 5616, 176154.10
116, 2415919104, 6872, 146642.13
117, 2415919104, 6080, 163057.00
118, 2415919104, 7288, 140827.65
119, 2415919104, 6217, 155894.53
120, 2415919104, 7271, 137332.04
121, 2415919104, 4808, 207943.49
122, 2415919104, 4464, 229806.32
123, 2415919104, 4565, 213082.98
124, 2415919104, 6067, 164765.10
125, 2415919104, 6666, 149456.37
126, 2415919104, 7206, 140773.01
127, 2415919104, 7284, 134918.96
128, 2415919104, 7300, 140349.37
129, 2415919104, 6705, 145108.77
130, 2415919104, 6599, 151427.57
131, 2415919104, 6778, 147336.14
132, 2415919104, 6462, 156632.99
133, 2415919104, 6872, 143302.66
134, 2415919104, 6848, 146506.07
135, 2415919104, 6208, 160493.90
136, 2415919104, 5584, 178802.86
137, 2415919104, 6064, 167723.70
138, 2415919104, 6024, 165823.39
139, 2415919104, 5836, 167703.16
140, 2415919104, 7592, 131519.61
141, 2415919104, 6228, 162373.89
142, 2415919104, 8563, 115137.30
143, 2415919104, 9183, 108601.62
