Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 133480448, 32589, 23399.13
1, 300711936, 40828, 24327.51
2, 448262144, 36023, 27692.65
3, 545910784, 23840, 41876.11
4, 548257792, 573, 3247385.85
5, 549036032, 190, 6012986.32
7, 569761792, 5060, 201953.91
8, 612630528, 10466, 93780.63
9, 639918080, 6662, 151998.82
10, 686309376, 11326, 87043.85
11, 735793152, 12081, 82116.79
12, 781258752, 11100, 90010.92
13, 815353856, 8324, 122877.16
14, 854867968, 9647, 102285.00
15, 889380864, 8426, 117508.23
16, 924073984, 8470, 118758.74
17, 950685696, 6497, 156972.18
18, 978468864, 6783, 145523.24
19, 1004548096, 6367, 155296.29
20, 1030082560, 6234, 160508.24
21, 1107070976, 18796, 58301.99
22, 1151217664, 10778, 84488.87
23, 1198981120, 11661, 85179.92
24, 1263587328, 15773, 64421.49
25, 1313116160, 12092, 81823.54
26, 1367310336, 13231, 76150.60
27, 1452404736, 20775, 47677.78
28, 1467899904, 3783, 267270.10
29, 1487880192, 4878, 200281.96
30, 1504796672, 4130, 241670.33
31, 1523793920, 4638, 214256.19
32, 1543708672, 4862, 228036.25
33, 1556971520, 3238, 295359.01
34, 1576501248, 4768, 200804.01
35, 1590231040, 3352, 318344.93
36, 1601105920, 2655, 385261.26
37, 1613930496, 3131, 320097.61
38, 1624793088, 2652, 340900.13
39, 1651421184, 6501, 159168.54
40, 1673605120, 5416, 183966.35
41, 1700872192, 6657, 143420.16
42, 1727926272, 6605, 151597.99
43, 1753579520, 6263, 170501.50
44, 1786351616, 8001, 118092.77
45, 1841299456, 13415, 79447.00
46, 1898180608, 13887, 66747.01
47, 1941307392, 10529, 95363.79
48, 1990586368, 12031, 82767.08
49, 2022977536, 7908, 125374.78
50, 2054942720, 7804, 127299.40
51, 2089619456, 8466, 117583.75
52, 2118500352, 7051, 147406.67
53, 2148806656, 7399, 141499.25
54, 2192539648, 10677, 85165.72
55, 2221957120, 7182, 139170.66
56, 2250321920, 6925, 152006.34
57, 2281951232, 7722, 130470.42
58, 2328850432, 11450, 83713.89
59, 2383601664, 13367, 74958.07
60, 2415919104, 10387, 99674.17
61, 2415919104, 3277, 286951.18
62, 2415919104, 4363, 228837.70
63, 2415919104, 5336, 194437.05
64, 2415919104, 5152, 202841.69
65, 2415919104, 4719, 193752.69
66, 2415919104, 4833, 207739.31
67, 2415919104, 5144, 198516.32
68, 2415919104, 5272, 201897.88
69, 2415919104, 5024, 180556.61
70, 2415919104, 6376, 162819.02
71, 2415919104, 5360, 197512.97
72, 2415919104, 5816, 165849.39
73, 2415919104, 5718, 163517.07
74, 2415919104, 4943, 202199.22
75, 2415919104, 5363, 190394.58
76, 2415919104, 5664, 174157.57
77, 2415919104, 7632, 129377.48
78, 2415919104, 7296, 137093.10
79, 2415919104, 7472, 133423.23
80, 2415919104, 5488, 187807.56
81, 2415919104, 6896, 141868.50
82, 2415919104, 6976, 141540.66
83, 2415919104, 7859, 127026.09
84, 2415919104, 7365, 135634.16
85, 2415919104, 7888, 128981.10
86, 2415919104, 5416, 185347.51
87, 2415919104, 4904, 198597.67
88, 2415919104, 5640, 177690.84
89, 2415919104, 5240, 192206.40
90, 2415919104, 6328, 160526.66
91, 2415919104, 6240, 156261.12
92, 2415919104, 6856, 145457.13
93, 2415919104, 7072, 144886.45
94, 2415919104, 7088, 136926.23
95, 2415919104, 7368, 136452.25
96, 2415919104, 6792, 145916.01
97, 2415919104, 7064, 141306.47
98, 2415919104, 6736, 151540.48
99, 2415919104, 5704, 171613.54
100, 2415919104, 6400, 155686.75
101, 2415919104, 6661, 149892.00
102, 2415919104, 7014, 142368.96
103, 2415919104, 7277, 137882.29
104, 2415919104, 6032, 166033.77
105, 2415919104, 6458, 153469.93
106, 2415919104, 6010, 166389.82
107, 2415919104, 5493, 181724.07
108, 2415919104, 5735, 178520.18
109, 2415919104, 6022, 161675.45
110, 2415919104, 6778, 151106.66
111, 2415919104, 6448, 151224.26
112, 2415919104, 6136, 168152.88
113, 2415919104, 5984, 164657.47
114, 2415919104, 6632, 148638.37
115, 2415919104, 5664, 174978.12
116, 2415919104, 5928, 170021.68
117, 2415919104, 6504, 152392.56
118, 2415919104, 6880, 149110.77
119, 2415919104, 5370, 180482.50
120, 2415919104, 6614, 151244.60
121, 2415919104, 4512, 221290.21
122, 2415919104, 4320, 236999.11
123, 2415919104, 4701, 207202.25
124, 2415919104, 5459, 183987.98
125, 2415919104, 6440, 153825.30
126, 2415919104, 6992, 143139.03
127, 2415919104, 6858, 145444.07
128, 2415919104, 7046, 144762.46
129, 2415919104, 6928, 140964.17
130, 2415919104, 5929, 168554.68
131, 2415919104, 6794, 147014.42
132, 2415919104, 6765, 149582.01
133, 2415919104, 6352, 155135.46
134, 2415919104, 6160, 163668.06
135, 2415919104, 6400, 154708.89
136, 2415919104, 6128, 163021.65
137, 2415919104, 6832, 149064.86
138, 2415919104, 6624, 150895.98
139, 2415919104, 5792, 168997.60
140, 2415919104, 6799, 146610.23
141, 2415919104, 6881, 146773.55
142, 2415919104, 8199, 120372.69
143, 2415919104, 8449, 118150.66
144, 2415919104, 10776, 92609.62
145, 2415919104, 19742, 50459.81
146, 2415919104, 18914, 52667.28
