Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 272764928, 66594, 3974.26
1, 1255632896, 239958, 4099.48
2, 2341912576, 265205, 3703.29
3, 3344289792, 244721, 4018.51
4, 4157116416, 198444, 4971.68
5, 4830339072, 164361, 6020.99
6, 5015752704, 45267, 22033.01
7, 5315026944, 73065, 13612.57
8, 5622427648, 75049, 13256.97
9, 5881421824, 63231, 15806.56
10, 6159343616, 67852, 14615.20
11, 6354563072, 47661, 20922.79
12, 6553141248, 48481, 20557.62
13, 6816862208, 64385, 15456.85
14, 7101194240, 69417, 14340.71
15, 7397568512, 72357, 13756.25
16, 7695831040, 72818, 13665.14
17, 7975735296, 68336, 14557.29
18, 8295198720, 77994, 12753.60
19, 8621637632, 79697, 12488.80
20, 8950874112, 80380, 12362.64
21, 9293701120, 83698, 11878.15
22, 9542799360, 60815, 16375.26
23, 9759023104, 52789, 18901.72
24, 10042306560, 69161, 14370.53
25, 10357407744, 76929, 12931.15
26, 10670018560, 76321, 13034.63
27, 11000659968, 80723, 12320.13
28, 11259015168, 63075, 15804.12
29, 11521150976, 63998, 15545.29
30, 11823181824, 73738, 13498.32
31, 12118048768, 71989, 13816.59
32, 12410343424, 71361, 13950.01
33, 12711821312, 73603, 13512.90
34, 12996096000, 69403, 14351.83
35, 13287297024, 71094, 13994.43
36, 13593092096, 74657, 13321.32
37, 13920628736, 79965, 12438.05
38, 14250160128, 80452, 12366.84
39, 14575529984, 79436, 12520.26
40, 14887497728, 76164, 13063.85
41, 15065522176, 43463, 22937.70
42, 15193894912, 31341, 31873.40
43, 15358828544, 40267, 24752.58
44, 15531106304, 42060, 23704.52
45, 15713873920, 44621, 22356.48
46, 15834742784, 29509, 33775.63
47, 15974178816, 34042, 29315.98
48, 16105213952, 31991, 31164.14
49, 16233168896, 31239, 31961.19
50, 16346746880, 27729, 35998.27
51, 16447381504, 24569, 40583.63
52, 16547319808, 24399, 40944.85
53, 16659419136, 27368, 36436.85
54, 16764944384, 25763, 38792.59
55, 16887611392, 29948, 33287.25
56, 16995196928, 26266, 38091.89
57, 17086644224, 22326, 44661.95
58, 17177944064, 22290, 44725.73
59, 17270829056, 22677, 44037.42
60, 17357709312, 21211, 47096.10
61, 17444356096, 21154, 47209.72
62, 17546596352, 24961, 39951.23
63, 17649344512, 25085, 39903.42
64, 17750720512, 24750, 40235.80
65, 17871495168, 29486, 33892.17
66, 17986351104, 28041, 35543.55
67, 18108755968, 29884, 33499.78
68, 18207440896, 24093, 41298.24
69, 18318348288, 27077, 36911.88
70, 18433089536, 28013, 35606.88
71, 18561048576, 31240, 31945.03
72, 18704080896, 34920, 28551.70
73, 18838384640, 32789, 30455.16
74, 18988695552, 36697, 27176.52
75, 19115749376, 31019, 32105.97
76, 19231916032, 28361, 35263.35
77, 19327352832, 24021, 41485.14
78, 19327352832, 7288, 137237.74
79, 19327352832, 9540, 104572.18
80, 19327352832, 10388, 96203.04
81, 19327352832, 11440, 87258.10
82, 19327352832, 11128, 89764.32
83, 19327352832, 12288, 81298.50
84, 19327352832, 12172, 82073.63
85, 19327352832, 11668, 85602.71
86, 19327352832, 10616, 93985.15
87, 19327352832, 10312, 97050.11
88, 19327352832, 11501, 86725.49
89, 19327352832, 12472, 80009.93
