Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 133586944, 32615, 7803.22
1, 371089408, 57984, 17177.31
2, 610156544, 58366, 17070.99
3, 809807872, 48743, 20448.00
4, 933306368, 30151, 36171.44
5, 941412352, 1979, 560095.74
6, 946741248, 1301, 692732.28
7, 949022720, 557, 1617975.30
8, 1019047936, 17096, 58850.85
9, 1088454656, 16945, 60428.69
10, 1158443008, 17087, 56328.95
11, 1219346432, 14869, 67956.94
12, 1294278656, 18294, 56058.70
13, 1365512192, 17391, 55888.58
14, 1451843584, 21077, 47097.78
15, 1546067968, 23004, 43372.38
16, 1627521024, 19886, 49998.64
17, 1692151808, 15779, 63243.56
18, 1772789760, 19687, 50811.66
19, 1850396672, 18947, 53023.91
20, 1919918080, 16973, 59098.84
21, 1998598144, 19209, 52223.68
22, 2048581632, 12203, 82085.19
23, 2139774976, 22264, 44082.04
24, 2214342656, 18205, 55004.04
25, 2294407168, 19547, 51273.09
26, 2378838016, 20613, 48686.18
27, 2466136064, 21313, 46485.53
28, 2538815488, 17744, 58115.41
29, 2615693312, 18769, 51197.58
30, 2691309568, 18461, 55305.23
31, 2753773568, 15250, 65914.02
32, 2801897472, 11749, 87866.18
33, 2874826752, 17805, 54165.50
34, 2941145088, 16191, 59989.74
35, 3005788160, 15782, 65660.40
36, 3072368640, 16255, 61578.84
37, 3123982336, 12601, 79444.62
38, 3200921600, 18784, 50955.35
39, 3268993024, 16619, 60105.36
40, 3333058560, 15641, 65770.37
41, 3412320256, 19351, 50637.41
42, 3492179968, 19497, 50696.31
43, 3582676992, 22094, 45412.67
44, 3680559104, 23897, 41722.90
45, 3781918720, 24746, 40654.22
46, 3887996928, 25898, 38206.02
47, 3992551424, 25526, 41797.67
48, 4127019008, 32829, 28187.01
49, 4248522752, 29664, 34011.51
50, 4339154944, 22127, 45272.00
51, 4427706368, 21619, 46073.99
52, 4532576256, 25603, 38680.13
53, 4633841664, 24723, 40744.01
54, 4777295872, 35023, 28107.03
55, 4831838208, 17133, 58656.64
56, 4831838208, 5840, 170065.56
57, 4831838208, 7160, 140108.97
58, 4831838208, 7592, 130874.35
59, 4831838208, 7376, 139120.37
60, 4831838208, 8568, 113195.54
61, 4831838208, 9096, 111676.40
62, 4831838208, 9264, 107816.15
63, 4831838208, 9249, 105958.30
64, 4831838208, 10895, 97269.85
65, 4831838208, 8950, 104711.59
66, 4831838208, 11226, 95501.90
67, 4831838208, 9168, 100937.56
68, 4831838208, 10296, 102883.25
69, 4831838208, 9378, 99982.54
70, 4831838208, 10257, 97235.63
71, 4831838208, 12997, 77437.89
72, 4831838208, 11864, 83709.47
73, 4831838208, 11520, 86562.23
74, 4831838208, 11208, 89158.26
75, 4831838208, 9920, 100751.06
76, 4831838208, 11248, 88242.68
77, 4831838208, 9560, 107794.31
78, 4831838208, 9736, 100557.07
79, 4831838208, 9168, 107351.46
80, 4831838208, 9992, 100934.39
81, 4831838208, 12499, 78955.38
82, 4831838208, 12341, 81298.71
83, 4831838208, 11528, 86081.33
84, 4831838208, 10912, 91997.44
85, 4831838208, 10584, 93978.57
86, 4831838208, 11472, 86880.67
87, 4831838208, 11536, 86504.58
88, 4831838208, 12936, 77844.03
89, 4831838208, 10632, 93253.95
90, 4831838208, 11064, 89969.29
91, 4831838208, 12196, 81900.73
92, 4831838208, 11876, 83933.66
93, 4831838208, 12816, 78012.21
94, 4831838208, 9892, 100665.21
95, 4831838208, 9020, 111947.03
96, 4831838208, 12352, 79810.60
97, 4831838208, 11400, 88260.90
98, 4831838208, 11624, 85163.04
99, 4831838208, 12048, 82866.26
100, 4831838208, 11976, 83620.08
101, 4831838208, 11847, 83993.92
102, 4831838208, 10465, 96459.38
103, 4831838208, 12200, 81260.92
104, 4831838208, 12128, 82339.21
105, 4831838208, 12224, 81250.64
106, 4831838208, 12104, 82535.69
107, 4831838208, 11065, 90298.76
108, 4831838208, 11467, 87051.86
109, 4831838208, 10708, 93082.56
110, 4831838208, 11064, 91564.86
111, 4831838208, 10328, 95402.48
112, 4831838208, 11136, 89538.35
113, 4831838208, 9773, 102026.76
114, 4831838208, 10399, 95998.80
115, 4831838208, 11327, 88101.40
116, 4831838208, 11317, 88216.58
117, 4831838208, 11872, 84027.35
