Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 73084928, 17844, 10923.40
1, 337956864, 64666, 15394.49
2, 580882432, 59308, 16796.35
3, 783171584, 49387, 20179.03
4, 871964672, 21678, 50340.80
5, 873881600, 468, 2129631.04
6, 879931392, 1477, 718563.94
7, 890896384, 2677, 333980.30
8, 925974528, 8564, 113231.58
9, 975802368, 12165, 83605.89
10, 1037901824, 15161, 63691.34
11, 1092956160, 13441, 75489.59
12, 1155538944, 15279, 67531.34
13, 1200738304, 11035, 86157.24
14, 1309011968, 26434, 37780.47
15, 1404788736, 23383, 42931.71
16, 1480769536, 18550, 54107.53
17, 1551073280, 17164, 57990.67
18, 1621798912, 17267, 57979.48
19, 1702580224, 19722, 50646.63
20, 1762754560, 14691, 67286.20
21, 1838612480, 18520, 53899.58
22, 1937645568, 24178, 42352.51
23, 2019958784, 20096, 49212.64
24, 2104725504, 20695, 48973.86
25, 2179817472, 18333, 52772.22
26, 2252107776, 17649, 57123.15
27, 2346348544, 23008, 43136.05
28, 2424688640, 19126, 54331.99
29, 2492448768, 16543, 57682.63
30, 2551332864, 14376, 70846.98
31, 2610573312, 14463, 69537.13
32, 2672156672, 15035, 68636.89
33, 2730233856, 14179, 68312.35
34, 2823905280, 22869, 42388.86
35, 2886475776, 15276, 67783.26
36, 2954174464, 16528, 60641.79
37, 3006668800, 12816, 78477.73
38, 3084677120, 19045, 52732.27
39, 3158175744, 17944, 52942.42
40, 3211935744, 13125, 78455.03
41, 3267276800, 13511, 72996.42
42, 3330359296, 15401, 63822.44
43, 3403440128, 17842, 55978.58
44, 3535831040, 32322, 30776.64
45, 3664498688, 31413, 31835.93
46, 3788427264, 30256, 33075.58
47, 3910664192, 29843, 35557.57
48, 4029992960, 29133, 31812.42
49, 4137541632, 26257, 38098.34
50, 4219154432, 19925, 49991.28
51, 4313636864, 23067, 43870.55
52, 4423852032, 26908, 36680.20
53, 4521680896, 23884, 41697.86
54, 4650987520, 31569, 31606.00
55, 4808118272, 38362, 26104.44
56, 4831838208, 10968, 91795.34
57, 4831838208, 6704, 147425.39
58, 4831838208, 8336, 119397.71
59, 4831838208, 9480, 108168.30
60, 4831838208, 8435, 114964.44
61, 4831838208, 9541, 107227.13
62, 4831838208, 8880, 111235.12
63, 4831838208, 9336, 105416.96
64, 4831838208, 10784, 97966.69
65, 4831838208, 8720, 107568.68
66, 4831838208, 9688, 110189.24
67, 4831838208, 9298, 99944.49
68, 4831838208, 11286, 93846.75
69, 4831838208, 10269, 91301.41
70, 4831838208, 10921, 91301.19
71, 4831838208, 12306, 81815.61
72, 4831838208, 11528, 86289.31
73, 4831838208, 12800, 77854.15
74, 4831838208, 11464, 87039.76
75, 4831838208, 10536, 94781.66
76, 4831838208, 11296, 88131.37
77, 4831838208, 11296, 90850.53
78, 4831838208, 11472, 85374.37
79, 4831838208, 9640, 102379.72
80, 4831838208, 10288, 98000.19
81, 4831838208, 10792, 91789.42
82, 4831838208, 11608, 86362.14
83, 4831838208, 10697, 92576.37
84, 4831838208, 11583, 86784.72
85, 4831838208, 12984, 76536.82
86, 4831838208, 12336, 80677.96
87, 4831838208, 12008, 83154.05
88, 4831838208, 11240, 89297.51
89, 4831838208, 11056, 89838.28
90, 4831838208, 11704, 85097.69
91, 4831838208, 11200, 89178.98
92, 4831838208, 11952, 83438.92
93, 4831838208, 11816, 84665.78
94, 4831838208, 9922, 100456.11
95, 4831838208, 9182, 110085.41
96, 4831838208, 11478, 85739.85
97, 4831838208, 10186, 98895.05
98, 4831838208, 11424, 86598.26
99, 4831838208, 13058, 76431.20
100, 4831838208, 12166, 82282.84
101, 4831838208, 10744, 92703.34
102, 4831838208, 13840, 72860.92
103, 4831838208, 11000, 89937.60
104, 4831838208, 13952, 71723.46
105, 4831838208, 12033, 82562.62
106, 4831838208, 11872, 84106.37
107, 4831838208, 11801, 84572.73
108, 4831838208, 10317, 96865.05
109, 4831838208, 10346, 96406.65
110, 4831838208, 11279, 89692.30
111, 4831838208, 10139, 97106.00
112, 4831838208, 10661, 93736.23
113, 4831838208, 11168, 89192.43
114, 4831838208, 10896, 91647.93
115, 4831838208, 12184, 81856.94
116, 4831838208, 12442, 80277.44
117, 4831838208, 11990, 83128.68
118, 4831838208, 11560, 86494.34
119, 4831838208, 11920, 83626.53
120, 4831838208, 10186, 98063.23
121, 4831838208, 10953, 91038.85
122, 4831838208, 12005, 83182.12
123, 4831838208, 10877, 91753.57
124, 4831838208, 10202, 97891.49
125, 4831838208, 13233, 75311.82
126, 4831838208, 11304, 89573.54
127, 4831838208, 11016, 90167.00
128, 4831838208, 11045, 89447.64
129, 4831838208, 12676, 78725.14
130, 4831838208, 12786, 78100.01
131, 4831838208, 13084, 76362.38
132, 4831838208, 13029, 76567.80
133, 4831838208, 12252, 82149.45
134, 4831838208, 12497, 79175.65
135, 4831838208, 12679, 78672.07
136, 4831838208, 11548, 86484.51
137, 4831838208, 11817, 84505.10
138, 4831838208, 13051, 77377.76
139, 4831838208, 10192, 96947.46
140, 4831838208, 11720, 85233.31
141, 4831838208, 10753, 92495.28
142, 4831838208, 10135, 99479.59
143, 4831838208, 9880, 100157.51
144, 4831838208, 11600, 86075.70
145, 4831838208, 12632, 79889.59
146, 4831838208, 12213, 80770.59
147, 4831838208, 11703, 85161.02
148, 4831838208, 12796, 79327.30
149, 4831838208, 13000, 75469.17
150, 4831838208, 18238, 54647.08
151, 4831838208, 13322, 74947.31
152, 4831838208, 16942, 58815.32
153, 4831838208, 17356, 57463.02
154, 4831838208, 28286, 35143.03
155, 4831838208, 28328, 35133.93
