Linux 6.6.8combine_proposed_scheme (amd3) 	12/10/24 	_x86_64_	(128 CPU)

07:40:43        CPU     %user     %nice   %system   %iowait    %steal     %idle
07:40:44        all      0.16      0.00      0.02      0.00      0.00     99.82
07:40:45        all      1.13      0.00     50.68      0.00      0.00     48.19
07:40:46        all      1.62      0.00     75.44      0.00      0.00     22.94
07:40:47        all      2.04      0.00     90.88      0.00      0.00      7.08
07:40:48        all      2.21      0.00     97.26      0.01      0.00      0.52
07:40:49        all      0.19      0.00     36.03     47.27      0.00     16.50
07:40:50        all      0.23      0.00     34.99     59.83      0.00      4.94
07:40:51        all      0.24      0.00     28.19     69.15      0.00      2.43
07:40:52        all      0.22      0.00     32.64     64.41      0.00      2.72
07:40:53        all      0.29      0.00     30.09     65.97      0.00      3.64
07:40:54        all      0.25      0.00     33.49     58.12      0.00      8.14
07:40:55        all      0.16      0.00     28.34     65.18      0.00      6.32
07:40:56        all      0.32      0.00     36.66     59.76      0.00      3.25
07:40:57        all      0.20      0.00     29.22     66.83      0.00      3.74
07:40:58        all      0.35      0.00     29.77     67.04      0.00      2.84
07:40:59        all      0.25      0.00     29.60     66.73      0.00      3.42
07:41:00        all      0.28      0.00     31.96     62.74      0.00      5.02
07:41:01        all      0.19      0.00     29.87     67.98      0.00      1.97
07:41:02        all      0.32      0.00     36.67     59.68      0.00      3.33
07:41:03        all      0.30      0.00     30.67     66.64      0.00      2.39
07:41:04        all      0.20      0.00     28.59     68.92      0.00      2.28
07:41:05        all      0.36      0.00     34.55     62.95      0.00      2.14
07:41:06        all      0.30      0.00     38.94     58.06      0.00      2.71
07:41:07        all      0.29      0.00     35.48     61.34      0.00      2.90
07:41:08        all      0.28      0.00     33.33     63.66      0.00      2.73
07:41:09        all      0.28      0.00     39.90     56.89      0.00      2.93
07:41:10        all      0.37      0.00     38.85     57.19      0.00      3.60
07:41:11        all      0.32      0.00     36.66     58.87      0.00      4.15
07:41:12        all      0.26      0.00     33.12     62.39      0.00      4.23
07:41:13        all      0.19      0.00     19.36     77.95      0.00      2.50
07:41:14        all      0.22      0.00     19.21     76.47      0.00      4.10
07:41:15        all      0.10      0.00     15.84     80.98      0.00      3.08
07:41:16        all      0.18      0.00     17.49     78.39      0.00      3.94
07:41:17        all      0.18      0.00     19.21     76.83      0.00      3.77
07:41:18        all      0.18      0.00     17.69     78.51      0.00      3.63
07:41:19        all      0.23      0.00     18.78     77.36      0.00      3.64
07:41:20        all      0.17      0.00     17.35     78.82      0.00      3.66
07:41:21        all      0.25      0.00     16.82     80.15      0.00      2.79
07:41:22        all      0.15      0.00     14.61     82.38      0.00      2.87
07:41:23        all      0.22      0.00     17.67     78.79      0.00      3.32
07:41:24        all      0.21      0.00     16.17     80.61      0.00      3.01
07:41:25        all      0.18      0.00     17.89     77.94      0.00      3.99
07:41:26        all      0.18      0.00     17.16     79.90      0.00      2.77
07:41:27        all      0.23      0.00     15.98     78.42      0.00      5.37
07:41:28        all      0.26      0.00     16.21     79.10      0.00      4.43
07:41:29        all      0.19      0.00     17.62     78.06      0.00      4.13
07:41:30        all      0.14      0.00     18.14     78.62      0.00      3.10
07:41:31        all      0.21      0.00     18.49     77.23      0.00      4.07
07:41:32        all      0.13      0.00     17.29     78.27      0.00      4.31
07:41:33        all      0.36      0.00     18.34     75.72      0.00      5.58
07:41:34        all      0.45      0.00     16.16     76.96      0.00      6.42
07:41:35        all      0.23      0.00     14.86     78.70      0.00      6.21
07:41:36        all      0.12      0.00     14.45     79.06      0.00      6.37
07:41:37        all      0.14      0.00     14.77     79.64      0.00      5.44
07:41:38        all      0.15      0.00     14.23     79.65      0.00      5.96
07:41:39        all      0.13      0.00     12.57     78.38      0.00      8.92
07:41:40        all      0.11      0.00     13.92     74.48      0.00     11.48
07:41:41        all      0.24      0.00     13.78     75.98      0.00     10.01
07:41:42        all      0.17      0.00     14.17     77.01      0.00      8.64
07:41:43        all      0.17      0.00     13.67     78.68      0.00      7.48
07:41:44        all      0.12      0.00     13.54     77.49      0.00      8.84
07:41:45        all      0.68      0.00     14.07     74.45      0.00     10.80
07:41:46        all      0.90      0.00     15.41     72.57      0.00     11.12
07:41:47        all      0.18      0.00     14.41     73.63      0.00     11.79
07:41:48        all      0.25      0.00     13.76     75.42      0.00     10.57
07:41:49        all      0.21      0.00     12.71     77.32      0.00      9.76
07:41:50        all      0.18      0.00     13.29     73.38      0.00     13.14
07:41:51        all      0.17      0.00     10.46     75.58      0.00     13.79
07:41:52        all      0.25      0.00     10.81     73.93      0.00     15.00
07:41:53        all      0.26      0.00     11.08     72.63      0.00     16.03
07:41:54        all      0.23      0.00      9.58     73.77      0.00     16.43
07:41:55        all      0.28      0.00      8.87     76.41      0.00     14.45
07:41:56        all      1.72      0.00      6.78     71.98      0.00     19.51
07:41:57        all      0.10      0.00     10.02     73.74      0.00     16.14
07:41:58        all      0.14      0.00     10.03     77.75      0.00     12.09
07:41:59        all      0.10      0.00      6.15     78.03      0.00     15.71
07:42:00        all      0.16      0.00     11.43     75.55      0.00     12.86
07:42:01        all      0.12      0.00     10.78     73.03      0.00     16.07
07:42:02        all      0.14      0.00      8.75     77.62      0.00     13.49
07:42:03        all      0.11      0.00     10.56     76.10      0.00     13.23
07:42:04        all      0.15      0.00     10.59     76.78      0.00     12.48
07:42:05        all      0.06      0.00      6.03     79.47      0.00     14.44
07:42:06        all      1.21      0.00      6.91     73.98      0.00     17.91
07:42:07        all      0.60      0.00      7.88     71.75      0.00     19.78
07:42:08        all      0.10      0.00      6.83     75.34      0.00     17.73
07:42:09        all      0.10      0.00      7.12     73.54      0.00     19.24
07:42:10        all      0.13      0.00      9.79     75.56      0.00     14.52
07:42:11        all      0.12      0.00     10.44     76.17      0.00     13.27
07:42:12        all      0.10      0.00      5.49     77.25      0.00     17.16
07:42:13        all      0.07      0.00      6.10     73.86      0.00     19.96
07:42:14        all      0.14      0.00     11.37     70.35      0.00     18.13
07:42:15        all      0.08      0.00      5.54     76.01      0.00     18.37
07:42:16        all      0.14      0.00      5.55     76.84      0.00     17.47
07:42:17        all      1.49      0.00      8.62     71.92      0.00     17.97
07:42:18        all      0.10      0.00      6.59     77.93      0.00     15.38
07:42:19        all      0.12      0.00      6.52     73.09      0.00     20.27
07:42:20        all      0.13      0.00      7.85     74.08      0.00     17.94
07:42:21        all      0.18      0.00      8.91     74.46      0.00     16.44
07:42:22        all      0.12      0.00      9.50     75.03      0.00     15.36
