Linux 6.6.8combine_proposed_scheme (amd3) 	12/10/24 	_x86_64_	(128 CPU)

07:47:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
07:51:23        all      0.70      0.00      7.18     74.93      0.00     17.20
07:51:24        all      0.06      0.00      7.32     79.21      0.00     13.41
07:51:25        all      0.11      0.00      6.48     76.03      0.00     17.37
07:51:26        all      0.09      0.00      7.52     75.46      0.00     16.93
07:51:27        all      0.10      0.00      7.46     79.03      0.00     13.40
07:51:28        all      0.06      0.00      6.50     77.89      0.00     15.55
07:51:29        all      0.10      0.00      7.21     76.51      0.00     16.18
07:51:30        all      0.06      0.00      6.51     78.37      0.00     15.06
07:51:31        all      0.09      0.00      4.46     73.48      0.00     21.98
07:51:32        all      0.08      0.00      5.74     76.65      0.00     17.53
07:51:33        all      0.85      0.00      6.69     75.38      0.00     17.08
07:51:34        all      0.16      0.00      6.60     73.99      0.00     19.25
07:51:35        all      0.08      0.00      7.43     76.10      0.00     16.39
07:51:36        all      0.10      0.00      8.32     77.55      0.00     14.03
07:51:37        all      0.10      0.00      7.58     78.55      0.00     13.76
07:51:38        all      0.05      0.00      8.44     77.70      0.00     13.81
07:51:39        all      0.09      0.00      7.07     80.12      0.00     12.72
07:51:40        all      0.06      0.00      7.79     79.41      0.00     12.75
07:51:41        all      0.08      0.00      7.85     79.96      0.00     12.11
07:51:42        all      0.07      0.00      7.20     78.43      0.00     14.29
07:51:43        all      0.81      0.00      8.16     75.54      0.00     15.49
07:51:44        all      0.22      0.00      8.60     74.96      0.00     16.22
07:51:45        all      0.10      0.00      3.29     75.11      0.00     21.49
07:51:46        all      0.06      0.00      4.19     75.90      0.00     19.84
07:51:47        all      0.08      0.00      5.86     75.27      0.00     18.79
07:51:48        all      0.05      0.00      5.94     76.02      0.00     17.99
07:51:49        all      0.07      0.00      6.30     78.81      0.00     14.82
07:51:50        all      0.10      0.00      5.96     77.86      0.00     16.08
07:51:51        all      0.08      0.00      6.56     78.13      0.00     15.23
07:51:52        all      0.06      0.00      7.64     79.19      0.00     13.12
07:51:53        all      0.06      0.00      8.38     77.28      0.00     14.28
07:51:54        all      1.28      0.00      7.00     70.97      0.00     20.74
07:51:55        all      0.06      0.00      7.72     76.79      0.00     15.43
07:51:56        all      0.09      0.00      6.08     75.38      0.00     18.45
07:51:57        all      0.05      0.00      6.78     78.08      0.00     15.10
07:51:58        all      0.09      0.00      7.61     77.61      0.00     14.69
07:51:59        all      0.08      0.00      5.70     77.82      0.00     16.39
07:52:00        all      0.07      0.00      7.36     78.53      0.00     14.04
07:52:01        all      0.10      0.00      7.49     77.88      0.00     14.53
07:52:02        all      0.10      0.00      6.83     79.58      0.00     13.49
07:52:03        all      0.06      0.00      7.21     78.50      0.00     14.23
07:52:04        all      1.10      0.00      8.81     72.22      0.00     17.87
07:52:05        all      0.06      0.00      5.88     77.14      0.00     16.92
07:52:06        all      0.08      0.00      4.43     75.20      0.00     20.30
07:52:07        all      0.08      0.00      6.71     78.96      0.00     14.25
07:52:08        all      0.06      0.00      7.45     80.11      0.00     12.38
07:52:09        all      0.05      0.00      4.71     76.46      0.00     18.78
07:52:10        all      0.06      0.00      4.10     74.46      0.00     21.38
07:52:11        all      0.07      0.00      7.23     80.92      0.00     11.78
07:52:12        all      0.13      0.00      7.85     75.99      0.00     16.03
07:52:13        all      0.08      0.00      5.64     78.07      0.00     16.21
07:52:14        all      1.50      0.00      3.83     68.47      0.00     26.20
07:52:15        all      0.09      0.00      8.17     74.32      0.00     17.42
07:52:16        all      0.10      0.00      6.57     79.52      0.00     13.81
07:52:17        all      0.06      0.00      3.70     75.15      0.00     21.09
07:52:18        all      0.06      0.00      5.60     76.02      0.00     18.31
07:52:19        all      0.05      0.00      3.47     71.15      0.00     25.33
07:52:20        all      0.06      0.00      5.29     71.70      0.00     22.95
07:52:21        all      0.11      0.00      4.89     75.56      0.00     19.44
07:52:22        all      0.05      0.00      6.95     75.61      0.00     17.39
07:52:23        all      0.05      0.00      4.64     72.07      0.00     23.25
07:52:24        all      1.32      0.00      4.82     68.11      0.00     25.75
07:52:25        all      0.07      0.00      6.66     76.33      0.00     16.94
07:52:26        all      0.03      0.00      7.22     79.32      0.00     13.43
07:52:27        all      0.05      0.00      5.72     74.76      0.00     19.47
07:52:28        all      0.07      0.00      5.83     73.91      0.00     20.19
07:52:29        all      0.10      0.00      6.66     77.98      0.00     15.27
07:52:30        all      0.07      0.00      7.33     80.89      0.00     11.71
07:52:31        all      0.10      0.00      6.89     80.24      0.00     12.77
07:52:32        all      0.10      0.00      8.43     77.87      0.00     13.60
07:52:33        all      0.09      0.00      7.46     80.41      0.00     12.05
07:52:34        all      1.74      0.00      7.79     73.80      0.00     16.67
07:52:35        all      0.06      0.00      5.32     71.95      0.00     22.67
07:52:36        all      0.08      0.00      5.59     78.21      0.00     16.11
07:52:37        all      0.07      0.00      6.06     78.99      0.00     14.87
07:52:38        all      0.06      0.00      7.49     79.24      0.00     13.22
07:52:39        all      0.09      0.00      5.77     78.78      0.00     15.36
07:52:40        all      0.07      0.00      3.91     73.16      0.00     22.86
07:52:41        all      0.07      0.00      5.37     73.08      0.00     21.47
07:52:42        all      0.03      0.00      3.29     70.74      0.00     25.94
07:52:43        all      0.06      0.00      3.86     67.55      0.00     28.53
07:52:44        all      0.41      0.00      5.22     69.25      0.00     25.12
07:52:45        all      0.85      0.00      3.58     65.63      0.00     29.94
07:52:46        all      0.10      0.00      5.65     67.13      0.00     27.12
07:52:47        all      0.10      0.00      6.49     76.92      0.00     16.49
07:52:48        all      0.09      0.00      7.61     78.52      0.00     13.78
07:52:49        all      0.06      0.00      4.10     74.66      0.00     21.17
07:52:50        all      0.12      0.00      4.05     70.61      0.00     25.22
07:52:51        all      0.15      0.00      4.22     72.97      0.00     22.67
07:52:52        all      0.09      0.00      3.66     71.29      0.00     24.96
07:52:53        all      0.09      0.00      3.41     70.48      0.00     26.02
07:52:54        all      0.06      0.00      4.31     69.69      0.00     25.95
07:52:55        all      1.45      0.00      5.63     73.05      0.00     19.87
07:52:56        all      0.06      0.00      3.83     71.21      0.00     24.89
07:52:57        all      0.09      0.00      4.83     72.26      0.00     22.82
07:52:58        all      0.07      0.00      4.56     72.52      0.00     22.85
07:52:59        all      0.08      0.00      6.99     76.27      0.00     16.65
07:53:00        all      0.05      0.00      7.61     78.61      0.00     13.73
07:53:01        all      0.09      0.00      6.90     78.65      0.00     14.37
07:53:02        all      0.04      0.00      6.08     77.26      0.00     16.62
07:53:03        all      0.12      0.00      4.18     73.14      0.00     22.56
07:53:04        all      0.06      0.00      6.49     80.32      0.00     13.13
07:53:05        all      1.15      0.00      5.74     74.36      0.00     18.75
07:53:06        all      0.07      0.00      7.47     73.77      0.00     18.69
07:53:07        all      0.10      0.00      5.11     74.38      0.00     20.41
07:53:08        all      0.07      0.00      6.98     76.61      0.00     16.34
07:53:09        all      0.08      0.00      6.81     75.93      0.00     17.17
07:53:10        all      0.06      0.00      6.47     77.58      0.00     15.89
07:53:11        all      0.10      0.00      7.65     78.06      0.00     14.20
07:53:12        all      0.08      0.00      7.10     77.35      0.00     15.47
07:53:13        all      0.10      0.00      8.07     79.69      0.00     12.13
07:53:14        all      0.07      0.00      7.51     78.64      0.00     13.78
07:53:15        all      1.18      0.00      7.39     73.82      0.00     17.60
07:53:16        all      0.11      0.00      6.82     77.04      0.00     16.03
07:53:17        all      0.06      0.00      6.95     78.76      0.00     14.22
07:53:18        all      0.07      0.00      7.14     80.23      0.00     12.55
07:53:19        all      0.04      0.00      7.27     80.03      0.00     12.67
07:53:20        all      0.07      0.00      4.98     77.57      0.00     17.38
07:53:21        all      0.06      0.00      6.72     79.28      0.00     13.94
07:53:22        all      0.10      0.00      6.61     78.86      0.00     14.44
07:53:23        all      0.11      0.00      7.60     80.25      0.00     12.05
07:53:24        all      0.06      0.00      8.13     77.81      0.00     13.99
07:53:25        all      1.42      0.00      5.88     72.00      0.00     20.70
07:53:26        all      0.06      0.00      6.64     75.44      0.00     17.86
07:53:27        all      0.10      0.00      7.75     79.92      0.00     12.24
07:53:28        all      0.09      0.00      7.83     78.23      0.00     13.86
07:53:29        all      0.06      0.00      6.28     78.56      0.00     15.10
07:53:30        all      0.11      0.00      6.65     79.17      0.00     14.07
07:53:31        all      0.11      0.00      7.41     78.89      0.00     13.60
07:53:32        all      0.09      0.00      6.54     80.07      0.00     13.30
07:53:33        all      0.05      0.00      5.30     76.61      0.00     18.04
07:53:34        all      0.13      0.00      6.22     75.93      0.00     17.73
07:53:35        all      1.45      0.00      3.89     73.81      0.00     20.85
07:53:36        all      0.10      0.00      7.53     74.46      0.00     17.91
07:53:37        all      0.06      0.00      7.48     80.50      0.00     11.96
07:53:38        all      0.10      0.00      6.22     78.28      0.00     15.40
07:53:39        all      0.12      0.00      4.80     78.15      0.00     16.94
07:53:40        all      0.08      0.00      4.31     74.63      0.00     20.99
07:53:41        all      0.05      0.00      4.17     73.03      0.00     22.76
07:53:42        all      0.08      0.00      3.68     73.02      0.00     23.22
07:53:43        all      0.05      0.00      3.41     72.98      0.00     23.57
07:53:44        all      0.13      0.00      3.56     67.97      0.00     28.35
07:53:45        all      0.45      0.00      7.47     72.34      0.00     19.75
07:53:46        all      1.45      0.00      4.44     67.34      0.00     26.78
07:53:47        all      0.08      0.00      3.69     67.22      0.00     29.01
07:53:48        all      0.05      0.00      4.93     67.77      0.00     27.25
07:53:49        all      0.06      0.00      7.83     75.71      0.00     16.39
07:53:50        all      0.10      0.00      5.52     76.31      0.00     18.08
07:53:51        all      0.10      0.00      6.07     72.18      0.00     21.65
07:53:52        all      0.12      0.00      6.18     73.50      0.00     20.20
07:53:53        all      0.11      0.00      3.94     74.10      0.00     21.85
07:53:54        all      0.07      0.00      8.04     79.05      0.00     12.84
07:53:55        all      0.07      0.00      6.28     79.45      0.00     14.20
07:53:56        all      1.32      0.00      6.18     71.26      0.00     21.24
07:53:57        all      0.08      0.00      7.39     77.99      0.00     14.54
07:53:58        all      0.09      0.00      6.99     80.31      0.00     12.61
07:53:59        all      0.05      0.00      5.62     78.67      0.00     15.67
07:54:00        all      0.06      0.00      6.63     76.66      0.00     16.64
07:54:01        all      0.02      0.00      7.14     78.51      0.00     14.33
07:54:02        all      0.07      0.00      3.73     73.15      0.00     23.05
07:54:03        all      0.09      0.00      5.83     71.59      0.00     22.48
07:54:04        all      0.10      0.00      7.24     76.98      0.00     15.68
07:54:05        all      0.08      0.00      6.93     78.06      0.00     14.93
07:54:06        all      0.96      0.00      7.65     75.34      0.00     16.06
07:54:07        all      0.07      0.00      7.02     77.08      0.00     15.83
07:54:08        all      0.10      0.00      6.95     78.73      0.00     14.22
07:54:09        all      0.10      0.00      7.81     76.61      0.00     15.48
07:54:10        all      0.05      0.00      5.84     79.39      0.00     14.72
07:54:11        all      0.07      0.00      6.89     79.44      0.00     13.59
07:54:12        all      0.10      0.00      7.05     78.77      0.00     14.07
07:54:13        all      0.10      0.00      8.02     77.91      0.00     13.98
07:54:14        all      0.06      0.00      7.89     79.96      0.00     12.09
07:54:15        all      0.10      0.00      7.29     78.28      0.00     14.34
07:54:16        all      1.19      0.00      7.19     77.43      0.00     14.19
07:54:17        all      0.48      0.00      6.82     76.53      0.00     16.16
07:54:18        all      0.06      0.00      7.27     78.40      0.00     14.27
07:54:19        all      0.10      0.00      4.82     74.84      0.00     20.24
07:54:20        all      0.06      0.00      8.24     76.79      0.00     14.91
07:54:21        all      0.06      0.00      7.18     79.39      0.00     13.37
07:54:22        all      0.13      0.00      7.47     80.21      0.00     12.19
07:54:23        all      0.04      0.00      5.35     77.40      0.00     17.21
07:54:24        all      0.07      0.00      4.44     73.00      0.00     22.48
07:54:25        all      0.09      0.00      4.66     71.95      0.00     23.30
