Linux 6.6.8combine_proposed_scheme (amd3) 	12/10/24 	_x86_64_	(128 CPU)

07:47:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
07:47:14        all      0.16      0.00      0.02      0.00      0.00     99.83
07:47:15        all      1.16      0.00     67.90      0.00      0.00     30.93
07:47:16        all      1.73      0.00     98.12      0.00      0.00      0.15
07:47:17        all      1.88      0.00     98.12      0.00      0.00      0.00
07:47:18        all      2.83      0.00     97.17      0.00      0.00      0.00
07:47:19        all      2.11      0.00     62.89     34.53      0.00      0.47
07:47:20        all      0.08      0.00      6.65     86.13      0.00      7.14
07:47:21        all      0.11      0.00     15.46     81.29      0.00      3.13
07:47:22        all      0.15      0.00     18.07     78.52      0.00      3.26
07:47:23        all      0.89      0.00      9.60     82.67      0.00      6.85
07:47:24        all      0.09      0.00     16.28     79.00      0.00      4.63
07:47:25        all      0.14      0.00      7.77     88.02      0.00      4.07
07:47:26        all      0.08      0.00     13.44     84.13      0.00      2.36
07:47:27        all      0.09      0.00     11.80     85.28      0.00      2.84
07:47:28        all      0.08      0.00     12.99     84.02      0.00      2.92
07:47:29        all      0.10      0.00     14.21     83.79      0.00      1.90
07:47:30        all      0.06      0.00     13.06     84.18      0.00      2.70
07:47:31        all      0.10      0.00     13.36     84.14      0.00      2.39
07:47:32        all      0.10      0.00     13.52     83.01      0.00      3.38
07:47:33        all      0.08      0.00     10.28     85.25      0.00      4.39
07:47:34        all      1.91      0.00     13.86     76.13      0.00      8.11
07:47:35        all      0.18      0.00     14.50     81.11      0.00      4.21
07:47:36        all      0.05      0.00     15.25     82.08      0.00      2.62
07:47:37        all      0.09      0.00      7.15     87.49      0.00      5.27
07:47:38        all      0.12      0.00     12.40     84.99      0.00      2.50
07:47:39        all      0.10      0.00      9.87     86.97      0.00      3.06
07:47:40        all      0.05      0.00      9.05     87.40      0.00      3.49
07:47:41        all      0.13      0.00     13.93     84.08      0.00      1.87
07:47:42        all      0.10      0.00     15.10     82.22      0.00      2.57
07:47:43        all      0.05      0.00     12.51     85.57      0.00      1.87
07:47:44        all      0.07      0.00     10.98     86.82      0.00      2.13
07:47:45        all      1.48      0.00     16.57     73.17      0.00      8.78
07:47:46        all      0.22      0.00     11.12     79.56      0.00      9.10
07:47:47        all      0.08      0.00      4.61     84.51      0.00     10.80
07:47:48        all      0.12      0.00     10.46     85.24      0.00      4.19
07:47:49        all      0.14      0.00     12.66     85.54      0.00      1.66
07:47:50        all      0.04      0.00      9.90     87.76      0.00      2.30
07:47:51        all      0.08      0.00      7.95     88.53      0.00      3.44
07:47:52        all      0.13      0.00     12.25     84.72      0.00      2.91
07:47:53        all      0.09      0.00      7.13     88.78      0.00      4.01
07:47:54        all      0.08      0.00      9.40     86.49      0.00      4.03
07:47:55        all      0.06      0.00     16.20     81.61      0.00      2.13
07:47:56        all      0.46      0.00     16.64     74.69      0.00      8.21
07:47:57        all      0.51      0.00      8.82     77.14      0.00     13.52
07:47:58        all      0.17      0.00     15.49     79.15      0.00      5.19
07:47:59        all      0.10      0.00      7.45     88.62      0.00      3.84
07:48:00        all      0.06      0.00      5.54     89.93      0.00      4.46
07:48:01        all      0.10      0.00      6.43     90.16      0.00      3.31
07:48:02        all      0.14      0.00      8.32     88.64      0.00      2.90
07:48:03        all      0.08      0.00     10.09     86.52      0.00      3.31
07:48:04        all      0.07      0.00     13.30     84.70      0.00      1.93
07:48:05        all      0.11      0.00     12.91     85.08      0.00      1.90
07:48:06        all      0.04      0.00     14.38     83.97      0.00      1.61
07:48:07        all      0.06      0.00     13.50     84.62      0.00      1.83
07:48:08        all      0.73      0.00     18.11     76.79      0.00      4.37
07:48:09        all      0.66      0.00     11.75     76.40      0.00     11.19
07:48:10        all      0.04      0.00     11.47     83.09      0.00      5.39
07:48:11        all      0.11      0.00      8.97     87.60      0.00      3.32
07:48:12        all      0.12      0.00      7.06     87.86      0.00      4.96
07:48:13        all      0.13      0.00     12.54     85.58      0.00      1.74
07:48:14        all      0.08      0.00     13.81     83.07      0.00      3.04
07:48:15        all      0.15      0.00     16.71     81.45      0.00      1.69
07:48:16        all      0.10      0.00     13.36     84.38      0.00      2.16
07:48:17        all      0.07      0.00     13.72     84.24      0.00      1.97
07:48:18        all      0.14      0.00      9.53     87.56      0.00      2.77
07:48:19        all      1.10      0.00     12.82     79.13      0.00      6.95
07:48:20        all      0.31      0.00     10.42     81.56      0.00      7.72
07:48:21        all      0.10      0.00     13.62     84.97      0.00      1.31
07:48:22        all      0.08      0.00     15.77     82.26      0.00      1.89
07:48:23        all      0.09      0.00     15.32     82.42      0.00      2.17
07:48:24        all      0.07      0.00     12.35     85.66      0.00      1.92
07:48:25        all      0.11      0.00     14.26     83.25      0.00      2.38
07:48:26        all      0.07      0.00     15.29     82.95      0.00      1.70
07:48:27        all      0.02      0.00     14.99     83.34      0.00      1.65
07:48:28        all      0.14      0.00     14.43     83.70      0.00      1.73
07:48:29        all      0.10      0.00     14.30     83.39      0.00      2.22
07:48:30        all      0.43      0.00     13.76     79.77      0.00      6.03
07:48:31        all      1.09      0.00     14.78     76.57      0.00      7.56
07:48:32        all      0.72      0.00     16.46     76.95      0.00      5.88
07:48:33        all      0.09      0.00     15.62     81.14      0.00      3.15
07:48:34        all      0.05      0.00     10.67     87.43      0.00      1.84
07:48:35        all      0.13      0.00     13.93     84.23      0.00      1.71
07:48:36        all      0.10      0.00     14.64     83.12      0.00      2.14
07:48:37        all      0.06      0.00      9.79     87.79      0.00      2.35
07:48:38        all      0.09      0.00      7.98     88.60      0.00      3.34
07:48:39        all      0.07      0.00      6.34     87.27      0.00      6.32
07:48:40        all      0.10      0.00      9.34     86.52      0.00      4.05
07:48:41        all      0.06      0.00      6.27     88.47      0.00      5.19
07:48:42        all      0.56      0.00     15.38     81.41      0.00      2.65
07:48:43        all      1.30      0.00      9.81     71.59      0.00     17.31
07:48:44        all      0.09      0.00      7.61     82.58      0.00      9.72
07:48:45        all      0.06      0.00      6.78     81.91      0.00     11.25
07:48:46        all      0.11      0.00     15.78     81.63      0.00      2.49
07:48:47        all      0.11      0.00     14.71     83.07      0.00      2.11
07:48:48        all      0.09      0.00     15.69     82.71      0.00      1.51
07:48:49        all      0.11      0.00     16.23     81.44      0.00      2.21
07:48:50        all      0.06      0.00     14.81     82.68      0.00      2.44
07:48:51        all      0.10      0.00     10.52     87.83      0.00      1.56
07:48:52        all      0.07      0.00      7.14     88.26      0.00      4.53
07:48:53        all      0.11      0.00     14.37     82.25      0.00      3.28
07:48:54        all      0.79      0.00     13.30     79.25      0.00      6.66
07:48:55        all      0.55      0.00     12.82     80.96      0.00      5.68
07:48:56        all      0.11      0.00     12.97     85.39      0.00      1.53
07:48:57        all      0.11      0.00     12.78     85.25      0.00      1.87
07:48:58        all      0.07      0.00     14.16     83.42      0.00      2.35
07:48:59        all      0.09      0.00     10.25     86.68      0.00      2.98
07:49:00        all      0.09      0.00      5.10     89.68      0.00      5.13
07:49:01        all      0.09      0.00      7.62     88.15      0.00      4.13
07:49:02        all      0.06      0.00     10.68     86.75      0.00      2.50
07:49:03        all      0.08      0.00      8.36     87.69      0.00      3.87
07:49:04        all      0.08      0.00      8.30     86.15      0.00      5.47
07:49:05        all      0.63      0.00      9.71     85.12      0.00      4.55
07:49:06        all      0.69      0.00      8.28     85.25      0.00      5.78
07:49:07        all      0.37      0.00      4.66     89.02      0.00      5.95
07:49:08        all      0.07      0.00     10.36     84.67      0.00      4.90
07:49:09        all      0.02      0.00      8.21     87.64      0.00      4.13
07:49:10        all      0.14      0.00     12.82     84.02      0.00      3.02
07:49:11        all      0.11      0.00     12.66     84.69      0.00      2.55
07:49:12        all      0.08      0.00     14.86     83.23      0.00      1.83
07:49:13        all      0.14      0.00     14.82     82.93      0.00      2.11
07:49:14        all      0.06      0.00     13.54     84.18      0.00      2.23
07:49:15        all      0.06      0.00     14.69     82.66      0.00      2.59
07:49:16        all      0.07      0.00     17.19     80.92      0.00      1.81
07:49:17        all      1.56      0.00     14.82     77.20      0.00      6.42
07:49:18        all      0.38      0.00     12.54     83.45      0.00      3.63
07:49:19        all      0.05      0.00     12.52     85.31      0.00      2.11
07:49:20        all      0.06      0.00     13.08     84.30      0.00      2.57
07:49:21        all      0.11      0.00     10.89     86.07      0.00      2.93
07:49:22        all      0.02      0.00      5.69     89.75      0.00      4.54
07:49:23        all      0.10      0.00      7.52     88.14      0.00      4.23
07:49:24        all      0.19      0.00      7.22     86.81      0.00      5.78
07:49:25        all      0.04      0.00      4.79     88.21      0.00      6.96
07:49:26        all      0.09      0.00      6.55     89.24      0.00      4.12
07:49:27        all      0.11      0.00      7.31     89.29      0.00      3.28
07:49:28        all      1.03      0.00      7.47     85.65      0.00      5.84
07:49:29        all      0.85      0.00      7.60     85.33      0.00      6.23
07:49:30        all      0.07      0.00     13.97     83.47      0.00      2.49
07:49:31        all      0.08      0.00     16.45     80.77      0.00      2.70
07:49:32        all      0.11      0.00     14.38     83.11      0.00      2.40
07:49:33        all      0.08      0.00     14.28     82.76      0.00      2.88
07:49:34        all      0.09      0.00     13.61     84.18      0.00      2.12
07:49:35        all      0.06      0.00     12.85     84.73      0.00      2.37
07:49:36        all      0.11      0.00     14.75     83.05      0.00      2.09
07:49:37        all      0.10      0.00     15.40     81.67      0.00      2.83
07:49:38        all      0.06      0.00     13.60     83.59      0.00      2.75
07:49:39        all      1.00      0.00     12.14     82.62      0.00      4.25
07:49:40        all      0.97      0.00     14.17     79.39      0.00      5.47
07:49:41        all      0.07      0.00     14.47     82.65      0.00      2.80
07:49:42        all      0.04      0.00     11.67     85.27      0.00      3.02
07:49:43        all      0.13      0.00     16.38     80.18      0.00      3.31
07:49:44        all      0.10      0.00     13.99     83.51      0.00      2.40
07:49:45        all      0.06      0.00     12.87     83.60      0.00      3.46
07:49:46        all      0.07      0.00      5.54     89.93      0.00      4.46
07:49:47        all      0.10      0.00     11.12     86.83      0.00      1.95
07:49:48        all      0.09      0.00     11.83     84.76      0.00      3.32
07:49:49        all      0.09      0.00     10.66     85.34      0.00      3.91
07:49:50        all      1.20      0.00     14.67     79.50      0.00      4.62
07:49:51        all      0.57      0.00     14.27     79.36      0.00      5.81
07:49:52        all      0.09      0.00     12.94     83.76      0.00      3.22
07:49:53        all      0.10      0.00     11.60     84.73      0.00      3.57
07:49:54        all      0.12      0.00     13.38     82.52      0.00      3.98
07:49:55        all      0.08      0.00     15.63     80.25      0.00      4.04
07:49:56        all      0.07      0.00     13.55     81.85      0.00      4.53
07:49:57        all      0.10      0.00     14.11     81.65      0.00      4.13
07:49:58        all      0.09      0.00     13.59     81.32      0.00      5.00
07:49:59        all      0.08      0.00     13.11     83.28      0.00      3.52
07:50:00        all      0.08      0.00     10.10     84.52      0.00      5.29
07:50:01        all      1.18      0.00      8.66     76.81      0.00     13.35
07:50:02        all      0.08      0.00     13.35     79.33      0.00      7.24
07:50:03        all      0.07      0.00     12.07     82.72      0.00      5.14
07:50:04        all      0.11      0.00     11.63     80.68      0.00      7.58
07:50:05        all      0.09      0.00     11.24     81.15      0.00      7.52
07:50:06        all      0.09      0.00     11.13     80.85      0.00      7.93
07:50:07        all      0.08      0.00     11.71     80.00      0.00      8.21
07:50:08        all      0.06      0.00     10.23     79.41      0.00     10.30
07:50:09        all      0.12      0.00     13.64     77.14      0.00      9.11
07:50:10        all      0.14      0.00     11.91     77.87      0.00     10.08
07:50:11        all      0.77      0.00      8.88     75.20      0.00     15.16
07:50:12        all      0.73      0.00      8.32     71.75      0.00     19.20
07:50:13        all      0.09      0.00     10.16     74.55      0.00     15.19
07:50:14        all      0.10      0.00      8.79     74.50      0.00     16.61
07:50:15        all      0.02      0.00      8.69     76.03      0.00     15.26
07:50:16        all      0.05      0.00      8.18     76.96      0.00     14.81
07:50:17        all      0.12      0.00      7.67     75.27      0.00     16.94
07:50:18        all      0.06      0.00      8.46     72.64      0.00     18.85
07:50:19        all      0.09      0.00      7.09     73.43      0.00     19.40
07:50:20        all      0.04      0.00      7.34     73.98      0.00     18.64
07:50:21        all      0.02      0.00      6.92     76.63      0.00     16.42
07:50:22        all      0.84      0.00      7.04     72.39      0.00     19.73
07:50:23        all      0.07      0.00      5.00     74.72      0.00     20.21
07:50:24        all      0.16      0.00      5.26     71.26      0.00     23.32
07:50:25        all      0.07      0.00      8.54     77.28      0.00     14.11
07:50:26        all      0.08      0.00      6.44     79.60      0.00     13.88
07:50:27        all      0.09      0.00      4.55     72.83      0.00     22.54
07:50:28        all      0.13      0.00      6.26     75.88      0.00     17.72
07:50:29        all      0.07      0.00      4.61     72.53      0.00     22.79
07:50:30        all      0.10      0.00      6.56     74.31      0.00     19.03
07:50:31        all      0.13      0.00      4.60     70.63      0.00     24.64
07:50:32        all      1.32      0.00      7.36     74.05      0.00     17.28
07:50:33        all      0.05      0.00      7.85     73.79      0.00     18.31
07:50:34        all      0.07      0.00      8.38     77.89      0.00     13.66
07:50:35        all      0.11      0.00      5.85     73.05      0.00     20.99
07:50:36        all      0.09      0.00      7.73     74.89      0.00     17.29
07:50:37        all      0.06      0.00      7.42     78.47      0.00     14.05
07:50:38        all      0.05      0.00      6.67     78.12      0.00     15.16
07:50:39        all      0.03      0.00      7.23     77.71      0.00     15.03
07:50:40        all      0.06      0.00      6.42     74.65      0.00     18.87
07:50:41        all      0.08      0.00      3.94     70.82      0.00     25.16
07:50:42        all      0.39      0.00      5.60     70.29      0.00     23.71
07:50:43        all      0.77      0.00      6.99     74.93      0.00     17.31
07:50:44        all      0.04      0.00      3.87     74.44      0.00     21.65
07:50:45        all      0.09      0.00      6.45     74.38      0.00     19.07
07:50:46        all      0.07      0.00      4.09     71.47      0.00     24.37
07:50:47        all      0.10      0.00      7.17     77.53      0.00     15.20
07:50:48        all      0.07      0.00      6.94     80.15      0.00     12.84
07:50:49        all      0.10      0.00      5.55     79.49      0.00     14.86
07:50:50        all      0.03      0.00      3.56     71.51      0.00     24.90
07:50:51        all      0.09      0.00      7.53     74.83      0.00     17.56
07:50:52        all      0.07      0.00      6.66     78.90      0.00     14.37
07:50:53        all      1.32      0.00      3.82     65.20      0.00     29.66
07:50:54        all      0.12      0.00      6.34     71.52      0.00     22.02
07:50:55        all      0.03      0.00      3.55     73.49      0.00     22.93
07:50:56        all      0.06      0.00      4.20     72.27      0.00     23.47
07:50:57        all      0.10      0.00      5.18     74.79      0.00     19.94
07:50:58        all      0.09      0.00      4.51     72.71      0.00     22.69
07:50:59        all      0.09      0.00      5.67     77.10      0.00     17.14
07:51:00        all      0.11      0.00      4.02     72.79      0.00     23.09
07:51:01        all      0.10      0.00      6.02     76.73      0.00     17.15
07:51:02        all      0.06      0.00      4.77     72.34      0.00     22.82
07:51:03        all      0.99      0.00      6.73     72.14      0.00     20.13
07:51:04        all      0.06      0.00      3.86     71.80      0.00     24.28
07:51:05        all      0.11      0.00      7.57     74.14      0.00     18.18
07:51:06        all      0.09      0.00      6.99     79.34      0.00     13.58
07:51:07        all      0.06      0.00      7.09     80.26      0.00     12.59
07:51:08        all      0.14      0.00      7.60     77.96      0.00     14.30
07:51:09        all      0.07      0.00      7.78     75.70      0.00     16.45
07:51:10        all      0.06      0.00      7.82     79.02      0.00     13.09
07:51:11        all      0.10      0.00      3.91     74.39      0.00     21.60
07:51:12        all      0.10      0.00      4.53     74.46      0.00     20.92
07:51:13        all      1.36      0.00      5.70     70.65      0.00     22.29
07:51:14        all      0.06      0.00      5.74     73.61      0.00     20.60
07:51:15        all      0.10      0.00      7.65     77.80      0.00     14.45
07:51:16        all      0.06      0.00      7.42     78.22      0.00     14.31
07:51:17        all      0.11      0.00      7.32     79.76      0.00     12.81
07:51:18        all      0.09      0.00      6.81     78.46      0.00     14.64
07:51:19        all      0.10      0.00      6.76     76.44      0.00     16.70
07:51:20        all      0.04      0.00      5.25     73.14      0.00     21.57
07:51:21        all      0.06      0.00      7.73     77.29      0.00     14.92
07:51:22        all      0.11      0.00      7.54     76.09      0.00     16.26
