Linux 6.6.8-swap-profiling (amd3) 	12/10/24 	_x86_64_	(128 CPU)

08:11:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
08:11:06        all      0.02      0.00      0.02      0.02      0.00     99.95
08:11:07        all      1.37      0.00     61.62      0.00      0.00     37.01
08:11:08        all      1.69      0.00     97.79      0.00      0.00      0.52
08:11:09        all      1.05      0.00     98.95      0.00      0.00      0.00
08:11:10        all      1.09      0.00     98.91      0.00      0.00      0.00
08:11:11        all      0.95      0.00     99.05      0.00      0.00      0.00
08:11:12        all      0.09      0.00     99.59      0.01      0.00      0.31
08:11:13        all      0.02      0.00     99.85      0.01      0.00      0.13
08:11:14        all      0.04      0.00     99.84      0.01      0.00      0.12
08:11:15        all      0.00      0.00    100.00      0.00      0.00      0.00
08:11:16        all      0.18      0.00     99.30      0.06      0.00      0.46
08:11:17        all      0.20      0.00     99.73      0.02      0.00      0.05
08:11:18        all      0.27      0.00     99.73      0.01      0.00      0.00
08:11:19        all      0.19      0.00     99.77      0.02      0.00      0.02
08:11:20        all      0.13      0.00     99.79      0.08      0.00      0.00
08:11:21        all      0.12      0.00     99.78      0.05      0.00      0.05
08:11:22        all      0.27      0.00     99.70      0.04      0.00      0.00
08:11:23        all      0.14      0.00     99.77      0.09      0.00      0.00
08:11:24        all      0.12      0.00     99.78      0.10      0.00      0.00
08:11:25        all      0.14      0.00     99.77      0.09      0.00      0.00
08:11:26        all      0.13      0.00     99.79      0.08      0.00      0.00
08:11:27        all      0.13      0.00     99.85      0.02      0.00      0.00
08:11:28        all      0.19      0.00     99.77      0.04      0.00      0.00
08:11:29        all      0.29      0.00     99.59      0.07      0.00      0.05
08:11:30        all      0.20      0.00     99.70      0.09      0.00      0.00
08:11:31        all      0.19      0.00     99.73      0.08      0.00      0.00
08:11:32        all      0.27      0.00     99.66      0.07      0.00      0.00
08:11:33        all      0.25      0.00     99.74      0.01      0.00      0.00
08:11:34        all      0.22      0.00     99.75      0.03      0.00      0.00
08:11:35        all      0.21      0.00     99.77      0.02      0.00      0.00
08:11:36        all      0.25      0.00     99.68      0.07      0.00      0.00
08:11:37        all      0.22      0.00     99.77      0.02      0.00      0.00
08:11:38        all      0.18      0.00     99.56      0.05      0.00      0.20
