Linux 6.6.8-swap-profiling (amd3) 	12/10/24 	_x86_64_	(128 CPU)

08:11:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
08:11:39        all      0.13      0.00     99.84      0.03      0.00      0.00
08:11:40        all      0.12      0.00     99.79      0.04      0.00      0.05
08:11:41        all      0.08      0.00     99.88      0.04      0.00      0.00
08:11:42        all      0.17      0.00     99.72      0.11      0.00      0.00
08:11:43        all      0.14      0.00     99.81      0.05      0.00      0.00
08:11:44        all      0.26      0.00     99.59      0.10      0.00      0.05
08:11:45        all      0.11      0.00     99.77      0.09      0.00      0.03
08:11:46        all      0.16      0.00     99.79      0.05      0.00      0.00
08:11:47        all      0.11      0.00     99.74      0.15      0.00      0.00
08:11:48        all      0.23      0.00     99.55      0.14      0.00      0.08
08:11:49        all      0.24      0.00     99.67      0.08      0.00      0.01
08:11:50        all      0.16      0.00     99.70      0.10      0.00      0.03
08:11:51        all      0.20      0.00     99.68      0.12      0.00      0.00
08:11:52        all      0.09      0.00     99.85      0.05      0.00      0.00
08:11:53        all      0.07      0.00     99.84      0.09      0.00      0.00
08:11:54        all      0.13      0.00     99.79      0.09      0.00      0.00
08:11:55        all      0.16      0.00     99.67      0.13      0.00      0.04
08:11:56        all      0.15      0.00     99.68      0.17      0.00      0.00
08:11:57        all      0.12      0.00     99.65      0.23      0.00      0.01
08:11:58        all      0.13      0.00     99.38      0.29      0.00      0.20
08:11:59        all      0.12      0.00     99.34      0.40      0.00      0.15
08:12:00        all      0.17      0.00     99.11      0.69      0.00      0.03
08:12:01        all      0.13      0.00     98.89      0.96      0.00      0.02
08:12:02        all      0.16      0.00     98.84      0.88      0.00      0.13
08:12:03        all      0.22      0.00     98.38      1.19      0.00      0.21
08:12:04        all      0.21      0.00     98.07      1.32      0.00      0.39
08:12:05        all      0.18      0.00     98.01      1.76      0.00      0.05
08:12:06        all      0.20      0.00     97.82      1.83      0.00      0.14
08:12:07        all      0.15      0.00     97.33      2.17      0.00      0.35
08:12:08        all      0.28      0.00     96.65      2.38      0.00      0.68
08:12:09        all      0.20      0.00     93.14      5.41      0.00      1.24
08:12:10        all      0.24      0.00     95.29      4.06      0.00      0.41
08:12:11        all      0.21      0.00     95.01      4.69      0.00      0.09
08:12:12        all      0.17      0.00     95.16      4.40      0.00      0.27
08:12:13        all      0.20      0.00     95.34      4.30      0.00      0.16
08:12:14        all      0.24      0.00     94.71      4.67      0.00      0.38
08:12:15        all      0.15      0.00     93.89      5.41      0.00      0.55
08:12:16        all      0.14      0.00     94.58      5.02      0.00      0.26
08:12:17        all      0.23      0.00     60.39     38.82      0.00      0.56
08:12:18        all      0.27      0.00     58.16     41.16      0.00      0.41
08:12:19        all      0.42      0.00     58.00     40.29      0.00      1.29
08:12:20        all      0.27      0.00     58.03     41.09      0.00      0.61
08:12:21        all      0.41      0.00     57.95     39.91      0.00      1.73
08:12:22        all      0.40      0.00     60.95     37.21      0.00      1.44
08:12:23        all      0.39      0.00     71.37     26.42      0.00      1.82
08:12:24        all      0.32      0.00     84.58     14.61      0.00      0.49
08:12:25        all      0.47      0.00     63.41     35.27      0.00      0.85
08:12:26        all      0.26      0.00     71.24     27.62      0.00      0.88
08:12:27        all      0.44      0.00     55.47     42.25      0.00      1.84
08:12:28        all      0.42      0.00     52.60     44.65      0.00      2.34
08:12:29        all      0.30      0.00     51.47     47.37      0.00      0.87
08:12:30        all      0.35      0.00     50.32     48.65      0.00      0.69
08:12:31        all      0.37      0.00     50.18     48.61      0.00      0.84
08:12:32        all      0.28      0.00     50.15     48.87      0.00      0.70
08:12:33        all      0.31      0.00     54.27     45.03      0.00      0.39
08:12:34        all      0.39      0.00     66.79     32.12      0.00      0.70
08:12:35        all      0.34      0.00     58.02     41.10      0.00      0.54
08:12:36        all      0.33      0.00     51.95     47.03      0.00      0.68
08:12:37        all      0.39      0.00     55.75     43.30      0.00      0.57
08:12:38        all      0.37      0.00     55.06     43.92      0.00      0.64
08:12:39        all      0.43      0.00     55.11     43.12      0.00      1.34
08:12:40        all      0.61      0.00     51.69     43.55      0.00      4.15
08:12:41        all      0.46      0.00     51.22     44.49      0.00      3.83
08:12:42        all      0.42      0.00     52.58     44.08      0.00      2.92
08:12:43        all      0.69      0.00     50.03     45.65      0.00      3.62
08:12:44        all      0.59      0.00     46.77     45.22      0.00      7.42
08:12:45        all      0.79      0.00     46.70     47.01      0.00      5.51
08:12:46        all      0.65      0.00     46.64     50.16      0.00      2.56
08:12:47        all      0.37      0.00     53.56     44.79      0.00      1.28
08:12:48        all      0.34      0.00     54.17     45.11      0.00      0.38
08:12:49        all      0.37      0.00     56.26     42.77      0.00      0.60
08:12:50        all      0.44      0.00     45.31     53.22      0.00      1.03
08:12:51        all      0.39      0.00     53.14     45.47      0.00      1.01
08:12:52        all      0.52      0.00     47.94     50.27      0.00      1.27
08:12:53        all      0.43      0.00     49.18     49.53      0.00      0.86
08:12:54        all      0.36      0.00     52.30     46.15      0.00      1.19
08:12:55        all      0.44      0.00     52.10     46.60      0.00      0.86
08:12:56        all      0.55      0.00     51.36     47.18      0.00      0.91
08:12:57        all      0.83      0.00     50.88     45.05      0.00      3.25
08:12:58        all      0.70      0.00     53.54     43.32      0.00      2.44
08:12:59        all      0.47      0.00     49.34     47.43      0.00      2.76
08:13:00        all      0.52      0.00     50.03     46.10      0.00      3.35
08:13:01        all      0.60      0.00     50.37     46.39      0.00      2.65
08:13:02        all      0.58      0.00     51.02     45.94      0.00      2.46
08:13:03        all      0.46      0.00     44.83     53.61      0.00      1.10
08:13:04        all      0.41      0.00     44.23     54.00      0.00      1.35
08:13:05        all      0.42      0.00     46.29     52.43      0.00      0.86
08:13:06        all      0.38      0.00     44.37     53.96      0.00      1.29
08:13:07        all      0.46      0.00     54.48     42.96      0.00      2.10
08:13:08        all      0.36      0.00     63.63     34.08      0.00      1.93
08:13:09        all      0.39      0.00     79.36     16.99      0.00      3.26
08:13:10        all      0.09      0.00     93.06      1.97      0.00      4.87
08:13:11        all      0.00      0.00     93.58      0.00      0.00      6.42
08:13:12        all      0.01      0.00     91.48      0.02      0.00      8.50
08:13:13        all      0.03      0.00     88.67      0.34      0.00     10.95
08:13:14        all      0.05      0.00     84.99      0.60      0.00     14.35
08:13:15        all      0.02      0.00     75.32      0.58      0.00     24.08
08:13:16        all      0.16      0.00     44.46      0.64      0.00     54.73


Average:        all      0.31      0.00     79.32     17.61      0.00      2.75
