Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 31432704, 7675, 4520.79
1, 190210048, 38764, 25735.58
2, 313966592, 30214, 33016.54
3, 428924928, 28066, 35515.29
4, 573194240, 35222, 28330.44
5, 748777472, 42867, 23252.62
6, 788529152, 13583, 73562.26
7, 788529152, 8100, 123369.44
