Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 266240, 66, 295234.11
1, 53280768, 12943, 75926.44
2, 191012864, 33626, 29669.23
3, 394276864, 49625, 20085.75
4, 568922112, 42638, 23373.57
5, 740306944, 41842, 23835.15
6, 788529152, 15487, 64502.15
7, 788529152, 8072, 123803.26
