Elapsed_Time(s), Memory_Usage(Bytes), Access_Count, Avg_Latency(ns)
0, 74137600, 18101, 10299.24
1, 153878528, 19468, 51522.90
2, 240390144, 21121, 47034.11
3, 318664704, 19110, 52259.58
4, 439107584, 29405, 33950.95
5, 670928896, 56597, 17596.92
6, 788529152, 31333, 31848.56
7, 788529152, 8106, 123290.52
