Linux 6.6.8-swap-profiling (amd3) 	12/10/24 	_x86_64_	(128 CPU)

08:04:56        CPU     %user     %nice   %system   %iowait    %steal     %idle
08:04:57        all      0.02      0.00      0.01      0.00      0.00     99.98
08:04:58        all      2.11      0.00     49.33      0.00      0.00     48.56
08:04:59        all      4.27      0.00     71.14      0.00      0.00     24.59
08:05:00        all      5.17      0.00     87.74      0.02      0.00      7.07
08:05:01        all      4.91      0.00     94.86      0.02      0.00      0.22
08:05:02        all      3.07      0.00     96.93      0.00      0.00      0.00
08:05:03        all      2.24      0.00     97.76      0.00      0.00      0.00
08:05:04        all      0.22      0.00     99.60      0.00      0.00      0.18
08:05:05        all      0.01      0.00     99.99      0.00      0.00      0.00
08:05:06        all      0.00      0.00    100.00      0.00      0.00      0.00
08:05:08        all      0.02      0.00     99.96      0.02      0.00      0.00
08:05:09        all      0.13      0.00     99.63      0.04      0.00      0.20
08:05:10        all      0.20      0.00     99.80      0.00      0.00      0.00
08:05:11        all      0.19      0.00     99.77      0.05      0.00      0.00
08:05:12        all      0.23      0.00     99.67      0.09      0.00      0.01
08:05:13        all      0.27      0.00     99.64      0.10      0.00      0.00
08:05:14        all      0.20      0.00     99.70      0.09      0.00      0.01
08:05:15        all      0.27      0.00     99.65      0.09      0.00      0.00
08:05:16        all      0.20      0.00     99.75      0.05      0.00      0.00
08:05:17        all      0.23      0.00     99.70      0.08      0.00      0.00
08:05:18        all      0.20      0.00     99.73      0.08      0.00      0.00
08:05:19        all      0.30      0.00     99.59      0.10      0.00      0.00
08:05:20        all      0.26      0.00     99.63      0.12      0.00      0.00
08:05:21        all      0.19      0.00     99.66      0.14      0.00      0.01
08:05:22        all      0.25      0.00     99.62      0.13      0.00      0.00
08:05:23        all      0.32      0.00     99.55      0.12      0.00      0.00
08:05:24        all      0.14      0.00     99.78      0.08      0.00      0.00
08:05:25        all      0.18      0.00     99.71      0.11      0.00      0.00
08:05:26        all      0.20      0.00     99.72      0.08      0.00      0.00
08:05:27        all      0.11      0.00     99.82      0.07      0.00      0.00
08:05:28        all      0.16      0.00     99.77      0.07      0.00      0.00
08:05:29        all      0.18      0.00     99.80      0.02      0.00      0.00
08:05:30        all      0.16      0.00     99.83      0.02      0.00      0.00
08:05:31        all      0.14      0.00     99.80      0.03      0.00      0.03
08:05:32        all      0.09      0.00     99.85      0.05      0.00      0.00
08:05:33        all      0.15      0.00     99.80      0.05      0.00      0.00
08:05:34        all      0.13      0.00     99.78      0.09      0.00      0.00
08:05:35        all      0.20      0.00     99.74      0.07      0.00      0.00
08:05:36        all      0.19      0.00     99.73      0.09      0.00      0.00
08:05:37        all      0.15      0.00     99.80      0.05      0.00      0.00
08:05:38        all      0.18      0.00     99.80      0.02      0.00      0.00
08:05:39        all      0.23      0.00     99.77      0.00      0.00      0.00
08:05:40        all      0.09      0.00     99.88      0.02      0.00      0.00
08:05:41        all      0.12      0.00     99.80      0.09      0.00      0.00
08:05:42        all      0.21      0.00     99.72      0.07      0.00      0.00
08:05:43        all      0.13      0.00     99.80      0.07      0.00      0.00
08:05:44        all      0.14      0.00     99.79      0.07      0.00      0.00
08:05:45        all      0.09      0.00     99.81      0.10      0.00      0.00
08:05:46        all      0.18      0.00     99.67      0.15      0.00      0.00
08:05:47        all      0.16      0.00     99.71      0.12      0.00      0.01
08:05:48        all      0.18      0.00     99.55      0.22      0.00      0.04
08:05:49        all      0.15      0.00     99.67      0.18      0.00      0.00
08:05:50        all      0.11      0.00     99.68      0.20      0.00      0.01
08:05:51        all      0.12      0.00     99.61      0.27      0.00      0.00
08:05:52        all      0.18      0.00     99.47      0.23      0.00      0.13
08:05:53        all      0.14      0.00     99.67      0.19      0.00      0.00
08:05:54        all      0.10      0.00     99.54      0.32      0.00      0.04
08:05:55        all      0.20      0.00     99.46      0.34      0.00      0.00
08:05:56        all      0.10      0.00     99.50      0.39      0.00      0.01
08:05:57        all      0.20      0.00     99.13      0.62      0.00      0.06
08:05:58        all      0.23      0.00     99.22      0.50      0.00      0.05
08:05:59        all      0.15      0.00     99.32      0.52      0.00      0.01
08:06:00        all      0.14      0.00     99.14      0.61      0.00      0.11
08:06:01        all      0.12      0.00     99.13      0.73      0.00      0.02
08:06:02        all      0.13      0.00     99.03      0.82      0.00      0.02
08:06:03        all      0.20      0.00     98.80      0.95      0.00      0.06
08:06:04        all      0.23      0.00     98.53      1.22      0.00      0.02
08:06:05        all      0.23      0.00     96.24      2.83      0.00      0.70
08:06:06        all      0.26      0.00     94.63      3.93      0.00      1.18
08:06:07        all      0.44      0.00     85.92     12.86      0.00      0.78
08:06:08        all      0.40      0.00     84.17     14.50      0.00      0.94
08:06:09        all      0.41      0.00     84.57     13.96      0.00      1.05
08:06:10        all      0.41      0.00     76.63     22.02      0.00      0.93
08:06:11        all      0.38      0.00     93.56      5.77      0.00      0.28
08:06:12        all      0.28      0.00     95.81      3.71      0.00      0.20
08:06:13        all      0.27      0.00     92.99      6.45      0.00      0.28
08:06:14        all      0.40      0.00     93.41      5.36      0.00      0.83
08:06:15        all      0.29      0.00     89.34      9.60      0.00      0.78
08:06:16        all      0.49      0.00     77.93     20.44      0.00      1.13
08:06:17        all      0.49      0.00     76.69     21.88      0.00      0.95
08:06:18        all      0.50      0.00     76.36     22.02      0.00      1.12
08:06:19        all      0.43      0.00     81.25     17.00      0.00      1.32
08:06:20        all      0.26      0.00     97.44      2.27      0.00      0.03
08:06:21        all      0.24      0.00     97.80      1.85      0.00      0.11
08:06:22        all      0.31      0.00     97.50      2.05      0.00      0.14
08:06:23        all      0.26      0.00     96.99      2.55      0.00      0.20
08:06:24        all      0.24      0.00     94.98      4.49      0.00      0.29
08:06:25        all      0.50      0.00     75.29     23.24      0.00      0.97
08:06:26        all      0.45      0.00     75.35     23.48      0.00      0.72
08:06:27        all      0.44      0.00     75.52     23.14      0.00      0.90
08:06:28        all      0.48      0.00     76.88     22.06      0.00      0.58
08:06:29        all      0.58      0.00     65.71     33.00      0.00      0.71
08:06:30        all      0.55      0.00     63.14     35.72      0.00      0.60
08:06:31        all      0.51      0.00     62.59     36.20      0.00      0.71
08:06:32        all      0.69      0.00     60.26     38.14      0.00      0.92
08:06:33        all      0.56      0.00     61.95     36.80      0.00      0.69
08:06:34        all      0.62      0.00     58.16     40.56      0.00      0.66
08:06:35        all      0.57      0.00     63.86     34.63      0.00      0.93
08:06:36        all      0.56      0.00     63.29     35.42      0.00      0.73
08:06:37        all      0.51      0.00     60.98     37.92      0.00      0.58
08:06:38        all      0.73      0.00     63.31     34.81      0.00      1.14
08:06:39        all      0.69      0.00     62.50     35.58      0.00      1.23
08:06:40        all      0.66      0.00     64.62     34.03      0.00      0.69
08:06:41        all      0.56      0.00     62.01     36.43      0.00      1.00
08:06:42        all      0.68      0.00     62.48     35.56      0.00      1.28
08:06:43        all      0.58      0.00     62.08     35.95      0.00      1.39
08:06:44        all      0.65      0.00     64.04     34.31      0.00      0.99
08:06:45        all      0.78      0.00     63.17     34.27      0.00      1.79
08:06:46        all      0.58      0.00     62.88     36.03      0.00      0.51
08:06:47        all      0.54      0.00     63.27     35.52      0.00      0.66
08:06:48        all      0.54      0.00     60.56     38.11      0.00      0.79
08:06:49        all      0.56      0.00     63.33     35.32      0.00      0.79
08:06:50        all      0.41      0.00     66.17     33.06      0.00      0.36
08:06:51        all      0.62      0.00     61.70     37.17      0.00      0.50
08:06:52        all      0.63      0.00     66.07     32.63      0.00      0.67
08:06:53        all      0.65      0.00     61.29     37.45      0.00      0.60
08:06:54        all      0.45      0.00     63.42     35.68      0.00      0.45
08:06:55        all      0.51      0.00     61.17     38.07      0.00      0.26
08:06:56        all      0.72      0.00     66.72     32.00      0.00      0.56
08:06:57        all      0.76      0.00     68.74     28.54      0.00      1.97
08:06:58        all      0.79      0.00     78.84     18.61      0.00      1.77
08:06:59        all      0.39      0.00     89.71      7.83      0.00      2.08
08:07:00        all      0.06      0.00     95.50      0.65      0.00      3.78
08:07:01        all      0.02      0.00     93.22      0.51      0.00      6.25
08:07:02        all      0.01      0.00     91.41      0.01      0.00      8.58
08:07:03        all      0.01      0.00     91.06      0.00      0.00      8.94
